text,emocion
USER USER #GretaThunberg Esta nena es mi héroe #GlobalRevolution,otra
#Israel se solidariza con #Francia por el incendio en #NotreDame https://t.co/Q6vkh6zkS2,otra
"Extremadamente brutal, episodio mítico, de leyenda, sin palabras, antológico, de locos, me quedo sin adjetivos para el mejor capitulo de una serie que haya visto en mi vida....INSUPERABLE. #JuegodeTronos #Got8x03 que barbaridad",alegria
Tantas formas de disfrutar un buen libro. ¿Cuál es tu favorito? #DíaDelLibro #SomosDalia https://t.co/rk8BvB9Beq,otra
"#GretaThunberg es una apisonadora en su discurso. Un talento al que se ha dado un micro, una cámara... ¡Merece esa atención! Pero seguro que en España hay otras Gretas. ¿O ya las hay?? 🤔 ¡Ojalá pronto las pongamos cara y voz!! 💪🏼💪🏼 #Ea26 #FridaysForFuture",alegria
"Y acá es donde falla el VAR... Debe ser por pedidos, no puede ser que el árbitro siquiera haya ido a revisar la jugada de la mano. #ChampionsxESPN #ChampionsLeague",otra
Para qué van a la embajada donde los venezolanos exiliados están manifestando pacíficamente a gritarles a favor de Maduro? #VenezuelaLibre,ira
"Sería interesante que el Barça se hiciera a la idea que el Liverpool va a marcar. Por tanto, al ataque, faltarán minutos #ChampionsLeague",otra
"Y los que faltan, muchos leídos más de 3 veces, me encantan #DiaDelLibro https://t.co/5fhwhQfydd",alegria
"Puede q este vídeo, ayude a USER a entender de donde viene la violencia en #Venezuela cc USER https://t.co/cnM0RSMOBj",otra
Ojalá que los de la #ConcaChampions estén viendo la #ChampionsLeague (para que no nos aburran en la noche).,otra
USER El Liverpool es una Bestia. El mejor equipo de la #ChampionsLeague hasta el momento. 😍,alegria
"#Internacionales El presidente de la Asamblea Nacional Constituyente (ANC) de, #Venezuela, Diosdado Cabello hace un llamado al pueblo a defender la soberanía de la nación Para más detalle visita #DossierNica 👉👉https://t.co/kdaFldbr6y https://t.co/KGl3QGN2QT",otra
#Paris: Parisinos se unen en oración durante vigilia por #NotreDame. #NotreDameFire https://t.co/FjFedwWGq6 https://t.co/tS490VSyY5,otra
"Lo que más miedo me da de lo de #Venezuela es que aquí en México, tienen hoy el poder total el grupo que justifica la Dictadura por el simple hecho de estar en contra de lo que ellos llaman Neoliberalismo. El ""será lo que sea"" es un escándalo",miedo
"INCREÍBLE, ESPECTACULAR, ÉPICO, el capítulo de hoy. En tensión hasta el final. #JuegodeTronos #VivePoniente https://t.co/4ZbXs4wOLr",alegria
Inició la celebración por el Día del Idioma en USER #DíaDelLibro https://t.co/dd0SCF5jRO,otra
"Notre Dame: ""Las cenizas caían del cielo en copos grises..."" https://t.co/A9vA4Qe8yn por USER #notredame",otra
"Para los medios Vox ha fracasado consiguiendo 23 escaños y a mi me da miedo la gran cantidad que han conseguido, viviendo en el siglo en el que vivimos, cuando han sido sus primeras elecciones. #Elecciones28A #ElecccionesGenerales28A",otra
"#Historia | “Francia ha perdido una de sus joyas, ha perdido un poco de su historia” Turistas lamentan siniestro en #NotreDame https://t.co/j8U0ZmNY6i https://t.co/nz3gVR2Fgq",tristeza
Algo que quisiera conocer antes de que el puto amo se retire. #CampNou #BarcelonavLiverpool #ChampionsLeague https://t.co/WdrQrdZW84,otra
"Hoy vemos con tristeza el grave daño sufrido en la Catedral de #NotreDame, #patrimonio de la humanidad declarado por la Unesco. Construida entre 1163 y 1245 en la Île de la Cité, es una… https://t.co/SupZO7jSUT",tristeza
"Toca recuperar el tiempo perdido. Esta noche y la del miércoles, #JuegoDeTronos. #series",otra
"USER USER USER No lo digo yo. Es la postura de #ExtinctionRebellion y de #GretaThunberg. Ellos quieren que, de una buena vez, entremos en pánico. Sin eso, no habrá reacción suficiente para una solución que funcione.",otra
Está hablando Abascal del Frente Popular. No me entero... ¿Frente Popular de Judea? #28A #ElecccionesGenerales28A,otra
#Venezuela Leopoldo no puede ser tan cobarde de no estar al frente de su gente. Vergonzoso y bochornoso que esté en la embajada chilena. Qué mierda de honor es ese? Qué líder tan bochornoso es ese?,ira
#ElDebateDecisivo La escena de Rivera y Sánchez avergonzando el #DiaDelLibro https://t.co/1SbGr3ZmWv,otra
#GameOfThrones #JuegodeTronos #GOTS8E3 ¿Quién se queda con el trono? Hagan sus apuestas! https://t.co/s3NY5DAfMG,otra
USER ¡Enhorabuena por esta gran iniciativa a beneficio de USER ! #LiteraturaInfantil #DiadelLibro https://t.co/ywbE6IbpOt https://t.co/2ad7tG4j1L,alegria
#DíaDelLibro | Las 8 #películas famosas que están basadas en #libros y quizá no lo sabías. 📚🤔 ➡ https://t.co/hB4vYwVUsd https://t.co/02W9cKMi1g,otra
"Ais, pero me da un poco de cosa. Ahora Cersei suena a villana de pacotilla. Este debería haber sido el final de la serie. #JuegoDeTronos #GameOfThrones #VivePoniente #Got8x03",tristeza
"Hacía mucho tiempo, pero muuuucho tiempo no le daban un baile tan sabroso al #Barca Qué equipazo el #Liverpool Y sin embargo, van perdiendo. #UCL #ChampionsLeague #ChampionsxESPN #CHAMPIONSxFOX #BarcelonaLiverpool",otra
"No entiendo el problema que tienen algunos con las fotos de la gente votando. La cuestión era movilizarse y votar,no?Os da rabia que la gente vote con alegría?A mí me parece estupendo que el postureo del día sea una foto votando y no una foto del postre. #ElecccionesGenerales28A",otra
Pompeo dice que Maduro estaba listo para dejar Venezuela y Rusia lo impidió https://t.co/9AoTR7NWVb #DL #DiarioLibre #Actualidad #Internacional #Venezuela #CrisisVenezolana,otra
"Lamento de corazón mucho lo de #NotreDame pero pienso que quizás Dios trata de darnos una lección, ya será hora de entender que Dios no está en una iglesia de piedra...",tristeza
#ElecccionesGenerales28A ENCUESTA: Quien está más jodido esta noche: USER o USER ?,otra
"Maduro será un mal presidente y un incompetente, como otros muchos, pero el imperialismo yanqui y todos esos países que bailan al son de la música que marcan estos no pueden apoyar y consentir lo que es un auténtico golpe de estado al legítimo gobierno de #Venezuela https://t.co/syO5vi7683",ira
"La juventud, la fuerza y el tesón de la joven #GretaThunberg ha puesto patas arriba al planeta. ¿Hacemos algo por el #CambioClimatico? Increíble, pero cierto. Lo q no puedan hacer ellos. Gracias por vuestro ejemplo #FridaysForFuture",otra
Valverde tuvo que soltar a la bestia. #Messi #LaLiga #BarçaLevante https://t.co/dkDl1nKjyx,otra
Bienvenidos a la próxima crisis en españa . Que dios nos pille confesados #ElecccionesGenerales28A,miedo
Pero que locuron acabó de ver??? #JuegodeTronos USER ,sorpresa
En el #DíadelLibro también te recomendamos la obra de USER . ¡Descubre a la autora de «La condición animal» (https://t.co/sGq4CbjT23) en esta #tuittrevista de USER ! https://t.co/kMmzfPihr2 USER #lecturasrecomendadas https://t.co/KPbaAd9Gd6,otra
Quiero puto llorar d nervios #JuegoDeTronos,otra
Cinco vueltas en posición C en esa última falta que recibió Messi. #ChampionsLeague,otra
https://t.co/1WmD1G15gl Si les interesa informarse de #VenezuelaLibre,otra
El USER es el mejor equipo que ha pasado por el Camp Nou esta temporada. Sin USER estaría ya muy complicada la eliminatoria #BarcelonavLiverpool #ChampionsLeague,otra
"hoy: llorar, trabajar, ver twitter, llorar, bloquear comunistas, reunión, pasear a palmi, llorar. #VenezuelaLibre",tristeza
En #Falcón niños realizan presentación para conmemorar el día del Libro 📚📖📎 reforzado también la lectura mediante investigaciones en nuestros espacios CBIT 👩‍💻👨‍💻#DiadelLibro USER USER USER USER USER https://t.co/cg72yAdEL9,otra
¡Ese tiro libre de Messi es Poesía! #ChampionsLeague #UCL USER ,alegria
"Nada me causa una mayor tristeza. Lo único que me alivia, haberla visitado mientras tuve tiempo. Que desastre. #NotreDame",tristeza
"Yo sueño con una Guatemala donde todos los niños tengan acceso a libros, la lectura nos hace personas diferentes, conocedoras; sólo así podemos cambiar a Guatemala ¡VAMOS☝🏼! #DaleRumboAGuate #VamosEnSerio #DíaDelLibro ☝🏼 https://t.co/wxnkqKP6d7",alegria
"Hasta buena la estrategia de USER sacando putas, parásitos y delincuentes de #venezuela sin utilizar la fuerza.#tensiónenvenezuela #MañanasBLU #VenezuelaLibre USER USER USER ",otra
La duda que no me deja dormir; ¿Cuantos dragones quedaron vivos? #Gameofthrones #HBOLAT #JuegoDeTronos,otra
"Me gusta leer, tengo muchos libros nuevos, incluso sellados, pero no me da la cabeza para concentrarme y poder avanzar #DiaDelLibro",tristeza
Libro recoge y analiza el cine chileno durante la dictadura #diadellibro https://t.co/9G3yEwMNPo,otra
🙏 un billonario donará 100 millones de € para restaurar #notredame. Qué maravilla que existan seres de luz entre tanta oscuridad ! https://t.co/bJpmIRG3ms,alegria
"Hoy #ClimateStrike conviene recordar con una sola voz, la de #GretaThunberg, que al planeta, nuestra Tierra, se le defiende como lo que es, como a una madre. Ya lo dijo #FélixRodríguezDeLaFuente, un visionario al que muchos no podemos olvidar https://t.co/0F7W7uflSd",otra
"Lo único bueno de estos resultados es que mañana no va a haber cristales rotos ni contenedores quemados, porque los fascistas no somos nosotros. #ElecccionesGenerales28A #Elecciones2019",otra
"""Los adultos se revelan incapaces de enfrentar una idea de futuro que no esté determinada por renovaciones del acto de consumo"". #CambioClimático #ContingenciaAmbiental #StrikeOutALS #GretaThunberg https://t.co/qXO8zfyTX7",otra
Una muestra de cómo son nuestros políticos es que de momento ninguno de los que han salido a hablar a felicitado al posible ganador. ¿Cuántos lo harán? ¿0? 🤔 #ElecccionesGenerales28A,otra
"Vaya mezcla asquerosa. Que los cojan y no vean más la luz. Ah, no. Que lo de la #PrisiónPermanenteRevisable no la quieren los progres. #ElecccionesGenerales28A https://t.co/FuT4iLfFWR",ira
VIDAL DE ARREMETIDA se va a quedar con la titularidad en el Barcelona. Está en el mejor momento de la temporada y ya entiende su papel en cancha y el estilo de su equipo #ChampionsCooperativa USER USER USER #ChampionsLeague,otra
A solo un paso de la gran final de la #ChampionsLeague https://t.co/9syFbPPWTw,otra
"Sí, sí, sí, esta noche hay capítulo de #juegodetronos , impaciencia absoluta 🤗. Celébralo con las camisetas de #alianzafriki , muchos modelos a elegir y a precios alucinantes, link en la… https://t.co/z0b6s0GOW3",alegria
85'| Amonestado Jordi Alba. #FCBarcelona 3-0 #Liverpool #ChampionsLeague https://t.co/J7z4zddZy1,sorpresa
"Es feo ver cómo se alejan tus amigos, pero ¿Alguna vez prestaron un libro y nunca se los regresaron? Wey, eso si que duele. 😞💔 #DiaDelLibro",tristeza
"Hoy me siento orgulloso de mi país, así sí 🇪🇸 #ElecccionesGenerales28A",alegria
"USER No hay palabras de consuelo, simplemente no las hay. #FuerzaFrancia #NotreDame",tristeza
No pasa nada. El Liverpool sigue siendo favorito esta serie #ChampionsLeague #BarcaLiverpool,otra
¿Por qué cojones no está Sam en la puta cripta? Me está poniendo de los nervios #BattleOfWinterfell #GoT #JuegodeTronos,ira
"Nominan a #GretaThunberg, de 16 años, al Nobel de la Paz, la joven activista sueca fue postulada para el galardón por su papel en la organización de protestas contra el cambio climático a nivel mundial. https://t.co/4WO4zLDowa",otra
Tremenda frase de #RayBradbury autor de #Fahrenheit451 en éste #DiaDelLibro https://t.co/ST4iUYk60S,otra
estoy más nerviosa que cuando tengo una exposición #ElecccionesGenerales28A,miedo
"Una pena que se haya perdido tanta joya cultural, religiosa, paso obligado en París!! 🙏🏾 #Namaste #Obrigado #NotreDame #NotreDameParis #Cultura #Trip #Religion #PicOfTheDay dhanelip 🙈😭 en… https://t.co/CphxQ9S89P",tristeza
"El pasillo del #RealMadrid al campeón de #LaLiga, el #Barça!!!! 🔵🔴 #ForçaBarça 📷vía USER https://t.co/CzmjRMKDD7",otra
Liverpool tiene listo al Farça ... falta puro concretar #ChampionsLeague #ChampionsxESPN,otra
"Acabo de entrar a Twitter y no doy crédito... #NotreDame en llamas!!! Tengo escalofríos, no puede ser un drama semejante. Sólo USER y USER interrumpen su programación; USER mantiene una pequeña pantalla y conexiones. Las demás TVs siguen con su basura habitual.",ira
"No hay democracia perfecta, podremos estar o no en desacuerdo con #Maduro, pero lo de #Guaidó y compinches #Trump #Almagro , etc etc, es un golpe de Estado y Atentado a la Democracia. Más totalitario que eso ...#Venezuela",ira
USER Ahí está... pásate por los cojones el derecho al sufragio y que la gente elija libremente lo mejor para el país. Das vergüenza tú y tu sectarismo #ApoderadosVOX #ElecccionesGenerales28A #EspañaViva #EleccionesGenerales2019 #28A #NoCabeUnTontoMás,ira
"Goooooooollllll que bárbaro #Messi, otro golazo de tiro libre que logra en la temporada #UCL #ChampionsLeague #CHAMPIONSxESPN #BarçaLFC",alegria
Tercer capítulo de la última temporada de #JuegodeTronos:¡Insuperable! Marcará un antes y después en la historia de la televisión 👏👏👏👏👏👏 Gracias #HBO #GameOfThrones https://t.co/OjvVlAAMuT,alegria
"Tremendo Tiro libre, tremenda definición de #Messi y lo que se acaba de comer el #Liverpool #ChampionsLeague",alegria
Resumen de #JuegoDeTronos https://t.co/3MttCn8pAS,otra
Hasta ahora me entero lo de #NotreDame ¡Qué triste! 😢,tristeza
"En tiempo de rojos, hambre y piojos #ElecccionesGenerales28A",ira
Tras los resultados de anoche da la sensación de que los españoles queremos una España que ni nosotros mismos conocemos. Y sabiendo cómo somos nos vamos a acabar arrepentimiento. Será tarde. Al tiempo. #ElecccionesGenerales28A #EspañaViva 🇪🇦,tristeza
A mí que me daba miedo el capítulo de #JuegodeTronos de esta noche y lo que me está asustando realmente es el resultado de las #eleccionesgenerales #28A,miedo
"Vergonzoso lo de Messi haciendo la croqueta como si lo hubieran matado , deberían expulsarlo por simular una agresión #ChampionsLeague",ira
Nominan al Nobel de la Paz a la joven activista #GretaThunberg https://t.co/miJtbUbtex,otra
"YO CREO QUE CON ESTA VICTORIA, LO SUYO ES QUE AHORA NOS REGALEMOS PULSERITAS DE ESPAÑA!! PORQUE NO PUEDO ESTAR MÁS ORGULLOSO 🇪🇸🇪🇸🇪🇸🇪🇸 🌹💜🇪🇸🏳️‍🌈 #ElecccionesGenerales28A #28A",alegria
Arrinconado el #Barça por un ordenado #Liverpool que domina EL ST... #ChampionsLeague,otra
#INTERNACIONAL Restauración de Notre-Dame será larga y costosa https://t.co/VILTYPtvET #CdVictoria #Francia #NotreDame https://t.co/OER6rVZpfo,otra
No deis crédito a tweets en los que ni siquiera distinguen una catedral de otra. Solo quieren trolear y sacar tajada de una desgracia como la de #NotreDame 😓 ¡Qué pena!,ira
"Hay esperanza, hay futuro? Dentro de la #UE no #GretaThunberg sí es el futuro . USER . USER . USER . USER analicen este vídeo antes del #28Abril Al resto de candidatos ni me molesto en mencionarlos #CambioClimático https://t.co/pq5G2GvQ6c",otra
"Gracias Messi por tanto fútbol 😍 queda la vuelta todavía, vamos Barça #ChampionsLeague",alegria
"La felicidad viene en palabras y por un escritor, USER . #DiaDelLibro 📚",alegria
"Envidia de mis Hermanos catalanes y vascos, como se nota que hay culturas e idiomas diferentes. Eso define una nación #ElecccionesGenerales28A",alegria
"#LaLiga 🇪🇸⚽️ ¡Barça grita campeón! Tras superar 1-0 a #Levante con gol de Messi, #FCBarcelona consigue su título número 8 en las últimas 11 ligas. https://t.co/vug8inMZ4H",alegria
Fue Una Linda Tarde De #ChampionsLeague 👐⚽,alegria
¿están ustedes seguros de que #NotreDameEnLlamas no es culpa de las tres derechas?,otra
Ahí tenéis al sucesor de FraCasado 😅 #EleccionesL6 #ElecccionesGenerales28A #28A https://t.co/IboMdMv4p0,otra
"Talvez no debería iconizar a #GretaThunberg , pero es una jóven mujer tan valiente, inteligente e inspiradora, que no puedo más que decir que soy su fan. Me motiva a hacer más por nuestro planeta. #ClimateJustice #FridaysForFuture https://t.co/G60pYnTXNK",alegria
Yo para hoy y para siempre les recomiendo El orden del día. Para entender que las cosas no suceden solas y -ojalá- para entender por qué no podemos dejar que sucedan de nuevo. #DiaDelLibro https://t.co/uTHyvWL7XY,otra
Orando por el pueblo venezolano y una #VenezuelaLibre,tristeza
Sin duda alguna EL CAPÍTULO!!! Tensión de principio a fin!!!! 😱 #GameofThrones 🧟‍♂️🐲🔥🗡⚔️💃🏽 #JuegodeTronos #ASongOfIceAndFire #NotToday,sorpresa
AAAAAAAAAAH POR DIOOOOOOOOOD QUE CAPITULO!!!!!!!! ME FALTAN MAYÚSCULAS #GameOfThrones #JuegodeTronos,sorpresa
Celebra el triunfo de #Messi #Suarez y el #Barcelona en esta #ChampionsLeague con mi tema musical #ViscaBarca ⚽️🇪🇸 https://t.co/8Xjq4ylS8z,alegria
"#HoyMismo |La jefa de la diplomacia europea, Federica Mogherini, pidió hoy ""MÁXIMA MODERACIÓN"" en la crisis de #Venezuela. https://t.co/qDruyPe05R",otra
"Me enorgullece la defensa de USER para la restitución de la democracia en #Venezuela así también lo hizo en #China hace unos días atrás.... Ahhhhh, no lo hizo???",otra
"Un gusto acompañar a la Diputada USER en la presentación del libro ""La Constitución Política de los Estados Unidos Mexicanos para Niñas y Niños"". #DíaDelLibro #FILCámara https://t.co/RWQLxffEuu",alegria
"No he sufrido más porque no se puede, pero Arya te amo. #JuegodeTronos https://t.co/dhSJ9AnyrH",alegria
Solo espero que el Barça humille al Liverpool por las vergonzosas actuaciones de algunos de los hinchas de los ingleses (han empujado a varias personas en fuentes). #ChampionsLeague #BarcellonaLiverpool,ira
"""Claro, los niños siempre se quieren parecer a sus súper héroes..."" 😘 El mejor de todos... USER . #ChampionsLeague https://t.co/XP8GWTuiZP",alegria
"#EleccionesL6 #conriverano #noesno #sisepuede #esquerrarepublicana #fueravox #fuerapp #fueraciudadanos USER ahora quien está nervioso?Ni tu ni tu USER vais a ser nunca nada! Intentadlo con el AMPA de vuestras escuelas, seguro os va mejor!! #ElecccionesGenerales28A https://t.co/u7eQL1mswM",otra
"Ayer mucho lloré. Unos me dirán ""loca, llorar por un edificio antiguo"" y otros, ""normal, llorar por un edificio antiguo"". #NotreDame",tristeza
Que aventuran para mañana #ChampionsLeague #Barça #Liverpool Voy por el Liverpool !!,otra
"USER Lamentable la pérdida de #NotreDame, como también lo han sido las ocasionadas por las guerras en Iraq, Siria y otras latitudes",tristeza
"Aisss que emoción ya el nuevo capítulo de juego de tronos, esta todo en juego en la gran batalla. Esto ha de ser una corrida!!!! 🤤💦💦💦 #GOT8x3 #juegodetronos #WinterIsHere https://t.co/yHfbaXKTpL",alegria
"animo a todos , la lucha que empezó #GretaThunberg, empieza a ser la de todos los que nos gusta nuestro planeta https://t.co/AVhasTDxWB",alegria
"Creo que el nuevo capítulo de GoT representa muy MUY bien lo esencial que son las mujeres en los peores momentos, sin ellas (especialmente sin las pequeñas 😢) estarían todos muy MUY jodidos. #JuegodeTronos #GameofThrones #VivePoniente #GameofThronesSeason8",alegria
Que Pena enorme #NotreDame.. USER un beso grande.. cuánto me acordé de vos..!,tristeza
"Es un recuento fantástico para USER , cada vez que refrescan navegador sube el número de escaños. #ElecccionesGenerales28A",otra
El primer libro que me leí fue Humillados y Ofendidos porque estaba en la biblioteca de mi abuela. Tuve que leerlo de nuevo unos años después para lograr acogerlo con amor. Así inicio mi elevado gusto por Rusia ¿Te acuerdas de tu primer libro? #DiaDelLibro,alegria
Las ligas se ganan cuando lo dice Messi 🏆 #BarçaLevante #LaLiga #,otra
"Que inhumanidad esas imagenes de esos tanques arrollando personas en Venezuela, no me explico como hay gente que defiende al maldito y asesino de Maduro. #venezuelalibre",ira
"Rechazamos este movimiento golpista que pretende llenar de violencia al país. Los traidores que se han colocado al frente de este movimiento subversivo, han empleado tropas y policías con armas de guerra en una vía pública de la la ciudad para crear zozobra y terror #Venezuela https://t.co/MS5VzhAJiA",ira
"EN EL #DiaDelLibro , CUÁL ES TU LIBRO, AUTOR Y GÉNERO FAVORITO???",otra
"No hay mejor manera de celebrar el día de hoy que con un buen #libro. ⁣ ⁣ Si buscáis ideas para regalar o regalaros, aquí tenéis una selección de libros de #ciencia para niños y adultos. ⁣ ⁣ ¡Feliz día del libro! https://t.co/Xu4QzqOvf9 #diadellibro #santjordi https://t.co/arWLa64eMG",alegria
El gol de #Messi resumido en fotos. #MessiDe10 #BarçaLevante #ForçaBarça #LaLiga https://t.co/FrecKXq9nm,otra
Macri dice apoyar la democracia de Venezuela respaldando un presidente golpista. Es tan ilógico y ridículo su razonamiento como su gestión actual. #ParoNacional #Venezuela #GuaidoOtraVezFracasó,asco
"Porqué los libros siempre nos ayudarán a sacar lo mejor de nosotros, feliz #DiaDelLibro #FILBo2019 https://t.co/xirGf987Wp",alegria
USER orgulloso de haber sido en el pasado (1994-2000) periodista de #RCR Gracias por la postura informativa asumida el día de hoy. Esperamos que pronto vuelvan a tomar el espacio informativo #MuchasGracias #Venezuela,alegria
📰 Ya podes leer el Periódico Amagi de Abril  👈 🌎 - https://t.co/rqidRcVnsJ Ya podes leer el Periódico Amagi de Abril #CambioClimatico #GretaThunberg #Desigualdad #TripleImpacto #Trabajo #Jovenes #Jardineria #PilarEscardo #Amagi #DesarrolloHumano,otra
Qué golazo del mejor jugador del mundo USER USER #ChampionsLeague https://t.co/VRuFlDiwiV,alegria
Pero porque coño los dragones no estan achicharrando a los WW?? #GOT #Juegodetronos #gameofthrones #batalladeinvernalia,ira
La musiquita de bueno pues aquí #JuegodeTronos,otra
"El cambio está llegando, le guste a la corpocracia o no. El poder real le pertenece a la gente. #GretaThunberg https://t.co/OoAl55kws7",otra
"USER Socialista tenias q ser, luego vendrá el levantamiento definitivo y veremos q dice, ojalá sea luego y saquen a ese asesino tal como nosotros sacamos con nuestros VALIENTES MILITARES a Allende. #Venezuela SUEÑA CON LA LIBERTAD. Asi es que cállate huevón nefasto",ira
"El amor de una vida me regaló un libro que fue base para construir otra vida. Ese libro y ese amor, son tesoros que siempre están cerca. #DíaDelLibro",alegria
"HOY NO. Increíble, increíble, increíble Arya en este episodio. Dios sigo sin asimilar tantas emociones. #GameofThrones #JuegoDeTronos https://t.co/wREcyx9chJ",sorpresa
"¡Feliz Día Internacional del Libro! 📖📚 #DíaDelLibro #DíaInternacionalDelLibro ""Érase una vez la historia de niñas y niños increíbles que por alguna razón desconocida vinieron al mundo para transformar familias corrientes en... https://t.co/DGh1nh0JQo",alegria
Jugar con Messi es trampa USER #Championsleague #BarcelonaLiverpool,otra
La felicidad cuando acabas una novela inolvidable #DiaDelLibro,alegria
Me cago en mi puta madre me voy a tatuar Arya Stark en la frente #JuegodeTronos #AryaStark #GameOfThrones,ira
USER &amp; USER en las elecciones de 2017 en Cataluña os votaron 1.109.732 y en las #ElecccionesGenerales28A han sido 477.096. Habéis perdido + de 600.000 votos en menos de 2 años. Tal vez es hora de #reflexionar #ConRiveraNo,otra
"#Venezuela 🇻🇪 tiene un DICTADOR y es un mal para la Humanidad! #Memoria Este año, cuando VOTEMOS, NO NOS OLVIDEMOS que LA JEFA DE UNA ASOCIACIÓN ILÍCITA, (junto a todos sus ""secuaces), fue capaz de “CONDECORAR” al “GENOCIDA de MADURO, con la ÓRDEN del LIBERTADOR SAN MARTÍN!🇦🇷🇦🇷 https://t.co/G15EyNveRs",asco
"#Efeméride | Hoy se conmemora el #DiaDelLibro, cuyo propósito es fomentar la lectura, la industria editorial y la propiedad intelectual. ¿Cuál es tu lectura predilecta? https://t.co/PgXWWCqAQR",alegria
#GretaThunberg Thunberg: Cambio de clima | Opinión | EL PAÍS https://t.co/4WhTpZ664Q,otra
"Las imágenes de #Venezuela, una tanqueta avanzando literalmente sobre la gente y la súplica de quienes lo vieron de cerca de cesar con esto son impactantes. Todo se cocinó desde una separación del pueblo que lo único que tenían en común era un Gobierno que los quería divididos.",otra
Faltan tan solo 13 minutos para disfrutar del Barcelona - Liverpool. 👏🏻👏🏻👏🏻 #ChampionsLeague,otra
"Si que me fastidia leer mensajes de tipo: “lloran lo de Paris y en Siria q?” Nunca los he entendido, una tragedia es mayor o menor según su lugar de origen? 🤔 todo las tragedias, castareofes o demás ocurridas en el 🌎 son igual de lamentables #notredameparis #NotreDame",tristeza
USER Ya no te alcance a escribir durante el programa #LunaAlAire pero que bueno estuvo con esta mezcla de recomendaciones con motivo del #DíadelLibro y las rolas uff saludos,otra
"¿ En serio ? Que vergüenza para el periodismo, o quizá ninguna, porque esto no es periodismo, es un panfleto amarillista propagador de bulos y fakes como este... #VenezuelaLibre https://t.co/L99pKUiOvn",asco
. USER se va a ir al infierno por lo que hizo en Venezuela #VenezuelaLibre https://t.co/IjqZtQKjwO,ira
En serio. Hay más personas que no hayan podido votar hoy porque les han dado de baja del padrón??? #alucino Yo se de 3 conmigo. #VotaCoño #ElecccionesGenerales28A #28A #nopudevotar,sorpresa
Os dejamos un artículo sobre lo vivido el pasado 15M en la manifestación de Madrid por el #CambioClimático. La situación del Planeta es más dramática de lo que creemos. ¿Qué futuro le vamos a dejar a nuestros hijos? #GretaThunberg #FridaysForFuture https://t.co/STFN8m7B3H,otra
"""Lee poco y serás como muchos, lee mucho y serás como pocos."" Conmemoremos este Día Internacional del Libro de la mejor manera: leyendo como Ángela. #diadellibro #book #libro #leer. en… https://t.co/ddSbTTEGpe",otra
"Mi resumen de la serie, ARYA LA PUTA AMA. #JuegodeTronos",alegria
"Escuchemos a #GretaThunberg antes de que sea tarde. Ella tiene los argumentos y también el derecho (y deber) puesto que es su generación la que está en peligro. Y nosotrxs, lxs responsables de la catástrofe. #CambioClimático #FridaysForFuture USER USER https://t.co/MxgFOnBhhv",otra
"""MESSI HA SALVADO A VALVERDE, EL BARÇA ESTABA HUNDIDO"" 👀 El comentario POLÉMICO de Edu Aguirre sobre la victoria contundente del Barcelona en #ChampionsLeague. No te pierdas el análisis completo en el USER esta noche a las 11 PM. https://t.co/AX0b3kpxL6",otra
"Es urgente quitarnos de la mente , la cultura global , el tecno-optimismo, y el mito del progreso y pensar de forma opuesta, local/rural #GreenNewDeal #DIRECTO #EnDirecto #GreenBook #GretaThunberg",asco
España es mejor de lo que pensaba. Gràcies. #ElecccionesGenerales28A,alegria
Esa sonrisa 😍❤️💙 Te amo Lionel !!! #Messi600 #Messi #BarçaLFC #ChampionsLeague https://t.co/hWBo7t7mr8,alegria
30' Media hora de juego (ATM🔴⚪0-VLL💜⚪0) #AtletiPucela🔴⚪💜⚪#LaLiga,otra
#GretaThunberg CON 16 AÑOS ES NOMINADA AL PREMIO NOBEL DE LA PAZ POR SU LUCHA HACIA EL CALENTAMIENTO GLOBAL 👏👏👏👏 https://t.co/tYmqRIztnz,otra
"La gente que dona dinero para reconstruir #NotreDame puede hacer con su dinero lo que le venga en gana. La pobreza en Africa es responsabilidad de los propios gobiernos que son los que más roban y mantienen a sus pueblos en estados miserables, siendo los más ricos en recursos. https://t.co/ZSQLHO1lCK",ira
La he podido ver y disfrutar en una de las sagas de videojuegos que más me gusta. Una lástima no haberla visto en persona 😢 #NotreDame https://t.co/B20FSYdHfQ,tristeza
"Nunca se va a arrepentir lo suficiente USER de haberle dicho NO, NO a Pedro Sánchez. En estos momentos, podrían tener hasta ministerios. #EleccionesL6 #ElecccionesGenerales28A",otra
"Vaya burrada el episodio de #JuegoDeTronos, cómo han jugado con la tensión madre mía.",sorpresa
Se os acaban las excusas y a nosotros el tiempo #GretaThunberg #climatechange https://t.co/TqkJ0zIaQc,ira
"USER No se puede estudiar para los exámenes porque entra uno acá y hablan de #GoT, de #NotreDame, de un lio con besos y no puerca idea de que hablan... Alguien que me contextualice...",otra
"📖👀 LEER TE HACE BIEN, PORQUE TIENE VITAMINA ""SÉ"". #DiaDelLibro",alegria
Existe una copia original en la Ciudad de #Puebla en la #BibliotecaPalafoxiana #DíaDelLibro https://t.co/85lE4trDtt,otra
"El cambio climático es un hecho, la niña esta diciendo que vamos a morir todos en no sé cuanto tiempo es basura. Nadie sabe cuáles serán las consecuencias porque nadie sabe cómo evolucionará teniendo en cuenta la adaptabilidad del ser humano. #GretaThunberg",otra
#Tanques militares atropellan a manifestantes en #Venezuela 🚨😱😨 Aquí los videos 👉https://t.co/E5WAB3K28v https://t.co/1HBsphloJv,otra
