text,emocion,label
"@CamiCaceres14_ @yamilarios2 Yo también quiero saber, mandame Ca ",otra,6
"Feliz dia! X levantarme el animo cuando estoy triste,x cuando tome decisiones q no debía solo bastaba mirar tu ejemplo x hacerme feliz ❤",alegria,3
Como nos jodio la de biología con la actividad que mando ,ira,0
Me voy a dormir avisándoles a todos que aunque me tomé todo lo que quiero no me pongo ebria como antes 😟,tristeza,2
no me molesta que use el edit me jode que no me likeo la selfy pero tuvo el DESCARO de sacarme el edit ,ira,0
"Alguna buena pelicula en netflix (?) Terror , suspenso ....",miedo,1
Qué triste que todo termino de esa manera. Soy muy chistosa para que me tengan mala.,tristeza,2
@DaniMateoAgain Es verdad yo los ví!!. Tenían en la calle una mesita de esteticista para los casos de 1x1...#IrONía. 😂😂😂😂... #NoMeCreoNada!!,asco,4
Google me pregunta si me atendieron rápido en un local de ropa del que recién salgo ,otra,6
"@NoticiasCaracol @NairoQuinCo Ánimo Nairo, eres nuestro Héroe, gracias por tanta alegría que nos has brindado, otra será 👏👏👏",alegria,3
Alguien q me quiera alegrar la noche?? Porque me está por dar depresión grado 100,tristeza,2
La depresión con la que vivo no es fácil...,tristeza,2
"@hsaenzm Lamentablemente con la clase política que se tiene en este país muy pronto eso, será una realidad!!!",asco,4
"@MishaelMejia ¿O ni twitter sabes utilizar? Clasista, ignorante y además bueno para nada con la tecnología ",ira,0
"Ahora a dormir, aunque sea tarde pero temprano a levantar para darle con optimismo y alegría, venga!!!",alegria,3
"@AngelDePeloRosa Antes solia ser re depresivo, ahora controlo mejor eso",otra,6
"El horóscopo me tiró un "" Cuidate de la envidia, de quien menos lo esperas es quien va a traicionarte"" ",sorpresa,5
Se viene el calor y nose qué voy a hacer la ropa ,miedo,1
Estoy muy aburrido 😬😒😩,tristeza,2
@macpuente vas a ver Anabelle? 🤔🤔🤔🤔. #Miedo,miedo,1
"""prosperidad es invertir tu tiempo, no gastarlo"" sgt",otra,6
@RenaCorrea15 También ,otra,6
@SenseandInf Así estoy yo.... ,tristeza,2
Ta salado el cansancio que tengo,tristeza,2
@MerliNetflix recién termine de ver la segunda temporada. Espero q pronto la compartan en la plataforma Ansiosa espero la tercera! ♡,otra,6
"Voy a ver a Pantha Du Prince, que alegría ✨",alegria,3
@kustomshady Una de los últimos acontecimientos ,otra,6
estoy aburrido me voy a hacer una mascarilla,tristeza,2
@niniclaros @NekoJitaBlog Así es nini y hoy se siente muy fresco... El calor de días anteriores me tenia loca ,alegria,3
Estoy frustrada ,ira,0
"@RyanDVJ morrissey, navajas, la esvástica nazi, protestas 2014 y la pesadilla del cortometraje",otra,6
Yo ya se que mi abuela cuando se levanta y va a la cocina es porque me va a hacer un te porque no puedo dormir JAJAJAJAJAJA ,alegria,3
Se puede hablar de depresión nacional?,otra,6
"Mañana es festivo de dormir todo el día, como persona de bien que soy.",alegria,3
"Quiero llamar a mi tío que siempre juega a la quiniela y acierta, para pedirle un nro para el sorteo de Zuluma. Postre o plomo",otra,6
Mi horóscopo es bien bipolar ,otra,6
Por favor qué referéndum más democrático con papeletas ya introducidas en las urnas antes de votar la fiesta de la democracia #ironía,asco,4
Quiero pensar que va a salir todo bien pero lpm que nerviosa estoy,miedo,1
"""Y que te queres comer un pito de mandarina"" JAJAJAJAJAJAJA basta lo adoro ",alegria,3
Que cansancio tengo😥,ira,0
Una aventura es más divertida si huele a peligro 😏,alegria,3
"Si quieres perder peso, es importante estar bien contigo mismo. Es muy difícil mejorar tus hábitos si estás deprimido",tristeza,2
@ArevaloJuanP Eso se llama ,otra,6
@DragonsR6 @JandritomurosHD @chimigastaca Bffff menudos refuerzos entran...,sorpresa,5
Cuantos suicidios ha provocado ya que no se doble Crackdown 3?,ira,0
"Lo que no sabes es que cuando te vas a dormir, me enojo a propósito para que te quedes más tiempo hablando conmigo.",ira,0
2- es la niña es cute y da miedo a la vez,miedo,1
Cuanto resentido suelto 😂,alegria,3
@RominaIbarraL @arantzaosunal no fuimos ,otra,6
"Sus ojos, su sonrisa, tienen un no sé que...",alegria,3
@mariobautista_ Tu me das tanta felicidad desde él primer día que te cinco,alegria,3
pena que a bad domina,tristeza,2
@nicocarde1 Cuando se ponga de moda y lo hagan todos van a dejar de reírse de mí ,ira,0
"un pibe que me chamuyaba le puse feliz día del amigo y a mi ex también, soy la queen de mandar a la friendzone.",alegria,3
@c_steven07 Me estás diciendo que me callé falta de respeto mmmm ,ira,0
Lo de hace dos semanas fue falsa alarma,otra,6
Espinoza: Fiscal Juárez no presenta elementos nuevos de peligro de fuga de Ollanta Humala y Nadine Heredia,otra,6
Es muy divertido ver a tu mamá  entretenida repasando inglés!😆 gracias #duolingo,alegria,3
"@lucastg19 Me imagino Twitter es eso en todo caso, me pareció chistoso ver todo apelotonado en el inicio jajaja",alegria,3
La felicidad la felicidad,alegria,3
Me pongo nervioso cuando tengo que tomarle la orden a mi crush.,miedo,1
@obst_enrique Ja ja ja que chistoso,alegria,3
"Ni todos los videos y conciertos en vivo de Linkin Park van a tapar el vacío. Que tristeza. Se nos fue Chester, se fue un pedazo de mi vida.",tristeza,2
@AntonioMaestre En España no hay nacionalistas @AntonioMaestre! #Ironia,otra,6
Fueron todos al baile hoy y yo en el sobre trankii 😆,alegria,3
"Ya lo terminé y me dejó esa sensación repugnante en la boca como la de después de vomitar. 10/10, me tomaría otro.",asco,4
@gxspardeleon Igual sigo enojada con vos,ira,0
No era lo que esperaba pero estoy satisfecho,alegria,3
@feelingbluelove 😉😉😉 a poner alarma porque se me cruzan los horarios 😂,otra,6
"Puta madre, en la vida había estado más enojada",ira,0
"Fui a comprar unas cosas y el chabon que me atendió me dijo ""déjame tu numero x cualquier cosa"" y me acaba de hablar. ",sorpresa,5
Quejarse de la existencia de un canal de crítica a otros creadores de contenido es como quejarse de las críticas al cine,ira,0
Qué mejor plan para una tarde de jueves q ...pasar los apuntes y ver un documental sobre Lady Gaga en Netflix? #estoyatope #sarcasmo #ironia,otra,6
@Nextollgofjus Que sos puta?  Si yo también lo lei ,ira,0
"""Aún le escribía, a pesar de que la había borrado de su historia.""",otra,6
Me hace envenenar esto sinceramente,ira,0
Ahora es como si se hubiera peleado con Courtney Love y se puso con la Tigresa del oriente. He dicho.,ira,0
Estoy preparando un final mientras tomo té de limón al que le agregué más limón y como un Guaymallen de fruta. Ya sé que soy divertidísima,alegria,3
Sabes que tu amiga te conoce mucho cuando te regala un lapiz labial oscuro.  @soff_chavez ♥♥,alegria,3
"""Marica caiga que estamos tomando, mañana es festivo"". No sé con qué clase de gente me estoy metiendo.",ira,0
"Y hasta me mandan a acomodar una carpeta, esto va en serio #miedo",miedo,1
Re tímido mi tio para roncar jajajajajajaja,alegria,3
@majoiribass @marianaarchun Eso dijiste hace un mes ,otra,6
@carls____ Jajajaj que agradable sujeto,alegria,3
@triquis Que bien !!!' A descansar ,alegria,3
@IvanZavaIa Si ya sabes cómo somos pa' que nos invitas ahre ,asco,4
"@waldorftty < cabeza y reprimió una mueca de disgusto mientras hacía a Astarthea alzar la cabeza. ""Búscala"", fue todo lo que dijo. La >",ira,0
"@aiidaRCDE23 Muchos goles, no? #Ironía",ira,0
"@AndreeaRp Sí, btw, yo también me siento orgulloso hahaha",alegria,3
@chiarabriggs antes q entraras a mis planes era un vagabundo el corazón en peligro de extinción,alegria,3
"@Camila_Cabello estoy tan emocionada boluda, me muero de ansiedad más o menos, me siento como una mamá orgullosa that's my pollito",alegria,3
¿Por qué me gustan series crueles que sólo me ponen nerviosa en cada capítulo y me hacen llorar? ,tristeza,2
"Porque todo lo que hago,  lo hago por y para mí! #satisfacción",alegria,3
Ya no es divertido cuando ni siquiera llegas al metro 50 🙃🙃🙃,tristeza,2
Personalidad de C + inteligencia de J + Físico de A + Retórica de O = El amor de mi vida. No todo se puede tener en esta vida. ,alegria,3
"Hacer un pedido en @AmazonESP,que digan que llega en un día,pero no llega..  ¿Es engaño? ¿Para eso me suscribí a @amazonprimenow? #enfadado",ira,0
@AlbaRosaBV Muchas felicidades Rosy!! 😊,alegria,3
"¿Cuál pelea? Jajajajajaja para las chismosas se les acabo el entretenimiento porque hablaremos por interno, bye.",alegria,3
"No se puede estar tranquilo con este club eh. Tremenda pelotudez lo que hicieron en el 2 tiempo, al pedo hicimos 4 goles",ira,0
"Si aprendes a perdonar y a olvidar, vas a encontrar la verdadera felicidad. #Fav #RT #FF #UnaVidaPk #felicidad",alegria,3
@Saaaaaaaaaaimon a mi tmb desde q la vi deje de comer miel del miedo q me dio,miedo,1
No desperdiciemos el momento de ti quiero mas bellaquera menos timidez bebe🎶😛,alegria,3
#Ollantahumala Abogado Espinoza cuestiona pruebas presentadas por Fiscal Juárez x posible peligro de fuga. @NuevoSolPeru,otra,6
@juanrallo La estrategia de Mariano va como la seda #ironía,otra,6
Me siento re mal 😥,tristeza,2
"Bienvenida Estefanía! Eres muy afortunada, tienes una familia maravillosa y unos padres muy queridos @lauragarza y @MxUlysses Felicidades!",alegria,3
Tengo las conversaciones más interesante con el. 😊,alegria,3
@rtorresabc123 A ver alégrese carajo! Le vale madres mi felicidad😂😂,alegria,3
@omarlavieri Jajajaja! Está fusionado con la ligustrina y cada tanto se materializa. ,alegria,3
"Y sí, a pesar de todo nio siempre vos 😄",otra,6
"Es gracioso lo hipócritas y falsos que se ven saludando a alguien y diciéndole ""amigo"" 1 día mientras los otros 364 les chupa un huevo",ira,0
"Yo solo siento algo de resentimiento hacia un user, y eso que yo no suelo odiar a la gente ni en persona :c",ira,0
"Peor de que te dejen en azúl, es que no te lean.   😡😡😡😡😡😡",ira,0
Tengo el pecho re tomado y no paro de toser ,tristeza,2
"@MagnificoElMulo @Aristoi_Nomin Lo mismo, sí. #ironía",ira,0
@sebastianbach Good lock sebastian! Sos un groso no estés nervioso va a salir todo perfecto!♥,alegria,3
@OkenCosplay QUIEN SE ESTA METIENDO CONTIGO?,ira,0
@power0ut menos mal que cuando crecen algunas alergias se van pasando. es bien terrible igual,ira,0
Like y dejo fragmentos de cosas escritas en mis momentos de alegría y despecho.,alegria,3
"Entre la resaca ,el cansancio y andar sin dormir estoy muerta 😢😢😢",tristeza,2
Miedo a la respuesta 😢,miedo,1
Jajaj con Fede parecemos  niños chicos nos dijeronde ir a EEUU y lo Primero que dijimos fue yo quiero ir a Disney Orlando ,alegria,3
@FxmmxFxtxl   — Sí. — 10. — Sí. — Estaría encantado de recibir un mensaje tuyo.,alegria,3
"Tengo miedo de dormirme y que el boludo de Louis lanze de la nada el video de back to you no, yo en serio sin joder que me da algo y muero",miedo,1
"""ay yo cuando me enojo soy la persona más mala de todas"".   Si loquita te olvidaste de Adolfito, Josephcito y un par más.",ira,0
@iugeloc Por una vez no me has respondido en Twitter vacilandome. Estoy: contenta.,alegria,3
Llevo coml dos días en el mood de tristeza. 😭,tristeza,2
"Me retiro por el momento, mucho estrés para mi gusto.",otra,6
@CopaInterProvCR @baldes_santiago Q me pongo nervioso xd,miedo,1
No saben la alegría que le causa a mi corazón ver a mis amigxs bien💖💖💖,alegria,3
"Experiencias enriquecedoras se me presentan constantemente, que afortunada soy!",alegria,3
Me acaban de dar me gusta a un tweet de hace meses #miedo,miedo,1
"Me encanta Twitter, siento que la gente que me lee a esta hora, me acompaña en mi insomnio y eso está genial. 😂🙈",alegria,3
"no mames que pinche enojo, no vuelvo a hacer ninguna broma!!",ira,0
¿Cuáles twitts de enamorada? ,sorpresa,5
¡Eres un peligro!,asco,4
Tremenda loba había sigo,sorpresa,5
Como lo extrañe hoy ,tristeza,2
Estoy tan enojada con mi novio que me dormi sin abrazarlo. Soy re cruel lo se jijiji,ira,0
Verlo sonreír es algo que no se puede comparar con nada en el mundo ❤️,alegria,3
"#Hispanofobia Con esto ya seguro, que sí, que sí, convencemos a los catalanes de que se queden. #ironia",asco,4
"@anetbustamante, Si te digo cosas horribles no significa que te odie, te quiero, pero ser #Sarcástico me sale tan natural; como respirar. 😁",alegria,3
"@_Villa21 Jajjajajjajajajajjaja es serio, jajajjajajjaja",alegria,3
"@Rhysand_wv Eso es cool, Soy Maggie.   >> Le tiende la mano con una sonrisa",alegria,3
"@NaNoCordoba_PG Poco a poco,  😊",alegria,3
"Quien quiera asustarse vea ""Deepwater Horizon"" e imagínese que #PDVSA hubiese manejado esa crisis. ",miedo,1
"Diay por dicha voy pasando Conta, Proba y Álgebra 😂😂😂🤦🏻‍♀️🤷🏻‍♀️",alegria,3
"@diegontar Que recuerdos con esos supersonics, Shawn kemp, detlef schrempf... Una pena su desaparición por los okc...",tristeza,2
@EduSierra95 @Eas_TeeL Yo no lo he superado. Entre eso y la espinita de spirit.sensity… pffff #depresión,tristeza,2
"Malhumorado, presumido y descarado, desconfiado, despectivo...",ira,0
Hay personas que de suz riquezas no tienen mas que el miedo a perderlas. - Antoine Riva d,miedo,1
@paulaquimor Mi felicidad va en aumento,alegria,3
@affstella Normal: timidez!,tristeza,2
La felicidad llega cuando menos la esperas; ¡Aprovéchala! que nada pierdes con tenerla. #Fav #RT #FF #felicidad,alegria,3
Una vez estaba muy enojada con el ex de mi mejor amiga (la había hecho sufrir mucho) le mandé un priv diciendo que todo lo malo,ira,0
@FuriaRojaNet @luismaoriginal bienvenido a furia vene ;) 📛,alegria,3
La verdad que más que satisfecha con las amigas que me tocaron😍😍😍😍 No pido nada más que ellas!! La que no está no hace falta. Gracias Dios💞,alegria,3
@sophia712 Jajaja la vea estamos igual ,alegria,3
@ModernYeezus 💖💖 lo mejor fue el debate de artículos constitucionales con los policías ,alegria,3
"Hoy me siento mucho más monárquica que ayer. De hecho, algún sociólogo diría que más que monárquica soy Felipista... #referendumCat #Ironía",asco,4
Me quiere cambiar el fernet por un licor de melón. Chau yo me voy a dormir. ,otra,6
Que es ese niño elfo sr. Spock o no sé qué en @HormigaImperial ,otra,6
Y ahora se me para el metro ,ira,0
"Siempre he dicho que elegiría twitter si solo pudiera usar una red social: aquí hay memes y gente amargada como yo, no necesito más PERO",ira,0
Mis papás se tomaron tan normal que yo fuera gay 😯se lo tomaron mejor que yo ,sorpresa,5
Te tardas 4 meses en subir 5 lbs y las bajas en menos de 2 semanas😅 #irónico,alegria,3
#triste saber que ni tu opinión puedes dar porque todo empeora,tristeza,2
Este año me tocará ir solo a la Convención de DB 😬Vamo a conocer otakus ,alegria,3
@stressedhayley Esa venganza no te la robo,ira,0
¿Se imaginan lo aburrida que sería la vida si complaciéramos a todo mundo?,asco,4
"@MillaOrozco Cuando toca, toca 😥",tristeza,2
@Kevin_Kohan Ohhhh q sujeto agradable jacobo lpm a veces te quiero,alegria,3
Impresionante como Leti es celosa por su hermano ,sorpresa,5
Gastando todos tus puntos gratuitos cuando puedo empezar hirviendo la sangre de mis enemigos. Hace años no tenía problemas,ira,0
@poeticjoels EN OTRAS PALABRAS CREO YO Q QUISO DECIR ES Q SI TIENEN PREFERENCIA EN UN PAIS DE ELLOS JAJA NO SE ,alegria,3
"Antes a estos problemas ni les prestaba atención, ahora me quitan las ganas de dormir y mas ansiedad ... La vida y sus cambios.",miedo,1
"que el sienta todo ese apoyo es la felicidad entera, nunca lo dejemos💘 #SebastianVillalobos #PDCs #SaakTrendy #KCAMexico",alegria,3
#MeGustaElNPYSoyHolkianov: when estas aburrido xDD,tristeza,2
"Preste la plata que pueda regalar. Si se la devuelven Ud ganó; sino no se la devuelven, no perdió nada! #digoyo",otra,6
Estoy enojada conmigo misma😡😡😡,ira,0
"Proximamente contenido nuevo, genial y estupendo manada en #señiorlobo #gamers #youtubers #juegos #otakus #BuenosDias #felizjueves",alegria,3
"El CN Electoral,al poner un acto de votación simulado el mismo día del plebiscito puede provocar más confrontación.",asco,4
"@cidrodriguezd Hasta la música es deprimente, no se como pueden verlas",tristeza,2
@rasec023 Lamentable pérdida que se suma a la de Cornell.,tristeza,2
"@Patty_Mene oye es en buena onda, diciéndolo con risa xdddddd no de pesa2, eso nunca hahaha",alegria,3
Alguien que quiera hacer algo? (Hablando serio) 😃,alegria,3
@diegoofrias por qué vives enojado con la vida amigo?😟,ira,0
Pues toma el mochi encantado.,alegria,3
"Sin poder dormir, mi cabeza piensa y piensa, tomando decisiones difíciles. ",miedo,1
okokok un fav y espanto a los hptas gatos que estan culeando en mi ventana.,ira,0
@TeleShowcom que tristeza la p$@@ Ma%#& @Popradio1015 #bonuspop @hectorlocutor,tristeza,2
@fuckrockbands Que agradable sujeta <3,alegria,3
"#LaCelia #Risaralda, la independencia hoy nos abraza a todos los colombianos ¡Feliz #20DeJulio! #UnLíderParaTodos",alegria,3
"Jorge Luis Borges: Yo no hablo de venganzas ni perdones, el olvido es la única venganza y el único perdón.",otra,6
Todo sigue siendo lo mismo 😟,tristeza,2
Se nota q no quiero ir a la escuela.?? Hahaha espero llegar a tiempo 🙄 #Sarcasmo,tristeza,2
"@dbruscod @CarlosMullerB Exacto estimado, una receta con talento propio es lo que hace entretenida la cocina.",alegria,3
"No hay cosa más triste que una persona con el corazón más llenó de rabia y de miedo, que de amor.",tristeza,2
@by_Hyko en houston! para los angeles intenté comprar p1 pero se acabaron en segundos ,sorpresa,5
"@ValeAntoniaO En serio... Tengo tweets que lo prueban :(   (ahora es hielo, pero era nieve)",tristeza,2
"@Tusbesosenmi Porquè duele, decepciona y a veces es amargo.",tristeza,2
@PaulaSelis1 Que fondito aplicaste ,otra,6
Yo nunca olvido una ofensa,ira,0
@glxymuse bueno maja a que me enfado >:( me estás llamando mentirosa?,ira,0
Aún recuerdo a la gente super indignada por lo de Kirigiri y lo de Nanami  Mi alimento su odio fuck yeah,ira,0
Oie pana lo Q' haces es #IRÓNICO ???,otra,6
@Camila_Cabello @BrunoMars SISISISISISI ESTOY TAN EMOCIONADA POR VOS MI AMORRRRR,alegria,3
@Futboleramx @SoyFan10 Todavía juega Crosas ahí?,otra,6
Tremendo album evolve estoy ❤,alegria,3
No hay cosa que atormente mas mi corazon como forense. Causa de muerte? Preocupacion por forense #ironico #tengomiedo,miedo,1
"Castro ha sido un bocazas, le han engañado y ha provocado que el Sevilla haga el ridículo, pero los sinvergüenzas y la mala gente son otros.",ira,0
Carajem... realmente pega quejarse por aqui... porque casi no tengo un put... conocido...,ira,0
"Igual le dije a mi abuela ""quédate tranquila que lo que menos tengo es un embarazo, puedo tener lo que quieras pero no un embarazo"" ",otra,6
Ahora hay otro en mi vida que curo mis heridassss me devolvió la alegría que daba por perdidaaaaaaa @JuanSaplara_,alegria,3
"poca preocupación por el partido de hoy, Santa Fe ya defiende y ya genera en ataque, falta la definición.",otra,6
"@fher_1610 Moriremos tuiteando, como buenos tuiteros que somos    ",otra,6
"bueno, a ver que yo me entere, ¿ha votado ya la familia Pujol o aún nada? #ironía",otra,6
Alguien que me de una arepa? El hambre que tengo no juega carro,tristeza,2
"Princesa humillada, la paciencia ya murió. Sonrisa dibujada, en trizas terminó",tristeza,2
"@andreaespueblo Vacío y tristeza, al ya no tener con quien identificarse...",tristeza,2
Como me cago de risa con los tweets de Santiago ,alegria,3
"me hace bien saber que abel es un fiel oyente de la venganza será terrible, ven por qué lo amo?",otra,6
@LucasCordero23 Si loco estoy re enojada,ira,0
"Que lindo es una persona que te cuide tanto, y este todo el tiempo preocupado por vos💖😍",alegria,3
"@Daniel_ChefMX si la verdad si, cuando dejo sus juguetes fue lo mas triste 😭",tristeza,2
La inteligencia no está peleada con la belleza #modasostenible #moda #belleza #cambiodeimagen #parecenmachitos #femenina #inteligente,otra,6
Me estoy perdiendo entre las verdades en tus palabras y lo dulce de tu mirada... ,otra,6
@EmiGianoli Si boluda me mande todo el pomo ya pero me salvó terrible jaja,alegria,3
Ese sabor amargo de tu ausencia... 😢😭😭😢,tristeza,2
@larimanoela Queroooo verrr #LariHomeOrlando ansiosa para verrr 😱😱❤️❤️❤️❤️,otra,6
Lamentable la pérdida de Chester Cheetos.,tristeza,2
"Bueno una más, no le vuelvo a decir ni picha, gran amargada.",ira,0
Felicidad es: enjambarte una dosis de waffles antes de dormir 🐽🐽🐽,alegria,3
Sólo estoy muy enojado con todos son razón aparente.,ira,0
Me está comenzando a gustar @BTS_twt !! Suenan tan genial,alegria,3
Porto Alegre 5°C,otra,6
"Talvez me ponga nervioso si te veo, pero no quiere decir que te deseo. No te olvide, en el proceso estoy.",miedo,1
"No puedo decirle a nadie ""dsp te aviso"", pq al toque se enojan",ira,0
"@Fertuits Es triste que piensen que no,  cuando es lindo y mejor hacerlo...",tristeza,2
La gente está preocupada por la rural y yo por mis papales para Argentina y que quiero hacer el post grado en gastro y hepato,asco,4
Tío twitter me quiere castigar 😢,tristeza,2
@ferdipoca Con todo gusto 😏,alegria,3
@Suguday Flaco te estás fijando cuando y donde dejó de postear ,otra,6
#LaCompasionDeErkut este #Erkut de mierda boto de un aletazo a la sra #Rabia,ira,0
Siento que me ahogo de la ira,ira,0
"Me encanta más que nadie en este mundo, soy muy afortunada de tenerlo a mi lado.❣️😩",alegria,3
"Buen dia, que sea un magnifico inicio de semana lleno de éxitos y bendiciones. #SiempreAdelante #GanemoTodos #Entusiasmo #Alegria  #Dios #Fé",alegria,3
Mi perro parece que perdió como 5 kilos. 😂😂,alegria,3
Mientes por temor a la verdad,miedo,1
@Saraherrerau ya perdió la virtud,otra,6
"@NoeliaHontoria Muchas gracias Noelia! La verdad es que si, estoy emocionada y deseando tenerlo en mis manos.",alegria,3
@lumaria6688 @SrtaLyna No me enojo con ella,otra,6
"Que te haces la que no tomas mates ,si habrás chupado la bombilla ",asco,4
@BlizzardCSEU_ES  no se puede jugar desde él sabado ..,tristeza,2
Ke visio el preguntados kuanto me voy a arrepentir cuando suene la alarma,otra,6
"Soy la persona que siempre quise ser, y no saben lo feliz que me siento. ✨",alegria,3
En que momento paso? Nunca me di cuenta 😢,tristeza,2
"Me encantan los fines de semana de Overwatch gratis, la gente aprovecha para crearse smurfs y dar todo el sida, es precioso. #ironía",alegria,3
Aún sigo indignada 😂,ira,0
"En serio, es que el problema radica en lo cultural y en la educación. Demasiado verídico",otra,6
Estoy de amargado.,tristeza,2
@CamilaValleee Dale de una.  En la semana te mando ,otra,6
Habilidades de las que estoy orgulloso: eructar el abecedario.,otra,6
A estas horas me dan ganas de insultar gente,ira,0
"Chester, cuánto dolor, cuánta tristeza. Hace 8 años conocí Linkin Park y desde ahí no dejé de escucharlos. Sos libre ahora, descansá en paz❤",tristeza,2
@el_Jorda Lo he intentado.... Cómo eso de ser gracioso en tuiter pero no me sale y me frustro. 😅 Pd: diez años? No creo q seas tan viejo.,miedo,1
@SoyFan10 #HailCantera Estoy orgulloso del pescado,alegria,3
"La gente positiva y llena de alegría me vuelve loca, que lindo por favor. Enamorada de la gente así",alegria,3
"@Mariangel1888 Ksabkabbk Gracias, por cierto el tuyo también está bonito 😎 lacra pues ",alegria,3
Como quisiera que estemos abrazaditos viendo pelis 😊,otra,6
"Bitácora del capitán: estoy listo para salir de la cama pero estoy asustado, escucho voces de nenes fuera de mi pieza ",miedo,1
Ya no me enfado,ira,0
#EGO: ¿Por qué #twitter necesitaba #280Caracteres? Porque no me alcanza 140 para escribir lo que pienso. Y esta vez es una #ironia,ira,0
Estas pláticas parecen rounds que divertido👹👹,alegria,3
@jormasis Que dicha. Ya puedo dormir tranquila.,alegria,3
"Si llegas a leer esto, quiero que sepas que te quiero mas que la cresta y que me encanta verte sonreír por sobre todas las cosas.",otra,6
@xpcinful -se tapa la nariz tras la mordida quejosean y dandole la espalda enfadado- Malo,ira,0
@JonasAGP Cállate jonas nadie te pregunto ,ira,0
@_AgusMartinez07 Yo tambien pero q mas da no tira quedarme aburrida aca jaja💆,alegria,3
Nemo me manque ,otra,6
#DeNocheenlaCiudad Esperanzado de ganarme manillas para el #VibraTYM Y darle la sorpresa a mi esposa @Vibra1049 @CamVelandia,alegria,3
Que rabia la gente que está con vos y se pasa todo el tiempo con el celular deja quieto,ira,0
@AmirDeguer jajajajaja pero según vos siempre hay pocos ,alegria,3
vienen a visitarme a mi y se ponen a jugar a la play ,ira,0
Que busssshona me saliste que hasta esa te sabes ,sorpresa,5
"@Sabri_CasanovaQ  demasiadoo Jajaja entonces no se, vea Titanic de nuevo ",alegria,3
@judithrosasg Es lo mas triste que eh visto 😱😞,tristeza,2
Sobre todo porque como ha ido brutalmente bien en todos los aspectos me siento muy orgulloso de todo lo que he conseguido con mi trabajo.,alegria,3
@ZeiThex Yo lo tenia una vez cuando fingia ser fake y era bueno por que miraba tu icon y era gracioso xd,alegria,3
"@fxmiel Me quieres envenenar, ah...",asco,4
"La suerte es loca.  Cuando te toca, te toca.",otra,6
Mira que linda curva y yo sin freno ,alegria,3
¿Cuando salimos a vacaciones? ,otra,6
Nunca quise tanto q fuera lunes ,alegria,3
@miscaballos @luisoviedo23 O a la de porota compungida #porsereducada,otra,6
@katerinenene Puedes escribirme cuando quieras bonita ,alegria,3
Tengo ganas de escribir una carta con intención de provocar diabetes.,ira,0
@18XXX17 Regalarle un masaje así a mi mujer. Seguro que quedaría encantada. Jijiji,alegria,3
@alertasurco Toyota rojo con 3 personas en actitud sospechosa cuadra 9 Antúnez de Mayolo parque Perú vista alegre,miedo,1
@KevenYHensy Y yo también estoy tan orgullosa de ustedes 😍😩🙈,alegria,3
A esta hora aparecen las calientasopas ,ira,0
"@JeslinMorales7 Yo por eso salgo con el cell con media carga, asi si me mamo se descarga. Hay que ir un paso adelante siempre. ",otra,6
@justinbieber será que tu puedes darme la felicidad de seguirme alguna vez en tu vida,alegria,3
Una conclusión es el lugar donde llegas cuando estas cansado de pensar,otra,6
"La felicidad es como un pastel, cuando lo tienes lo saboreas, y cuando no, sólo con olerlo basta. #Fav #RT #FF #UnaVidaPk #felicidad",alegria,3
Tengo tanto de no ver a David 😭,tristeza,2
Tenía mucho que no escuchaba música tejana 🙁,tristeza,2
"Amo ser la que organiza festejos, detalles o alguna sorpresa en la familia 💕",alegria,3
@AngieFretes Yo te aguanto ,alegria,3
"Espero que la muerte de Chester haya hecho ver lo real que es la depresión y en lo que puede acabar, que nadie está a salvo de ella",tristeza,2
Orgullosa de la gente que elegí para caminar en la vida! #felizdiadelamigo 💕,alegria,3
"Me dio ganas de abrazar a alguien pero ya estoy en mi casita, de última la almohada siempre esta! ",otra,6
10 el que juega poqui! Te quiero broda,alegria,3
Que gracioso cuando dicen que los porteños son chetos y vos sos bonarense es tipo UF MENOS MAL ahre q soy porteña igual,alegria,3
@Camila_Cabello @BrunoMars NO PUEDO ESTAR MAS EMOCIONADA POR TI Y POR LO QUE HAS LOGRADO,alegria,3
"26. Soy muy sincera, realista y directa. Y muchas veces es un problema porque no mido lo que digo y puedo ofender o hacer sentir mal):",tristeza,2
A celebrar con gusto,alegria,3
"Tu risa ya no es la misma, no me miras con los mismos ojos,y con justa razón",tristeza,2
"@Fs_YangWoo Si una pesadilla te gusta automáticamente es un sueño, ¿no?  AY, bebé. ♡",alegria,3
"Pilar ya me empieza a mandar audios de los cordobeses, jajajaja me va a enloquecer",alegria,3
Sabes que una persona es importante en tu vida: cuando sus problemas te afectan y no puedes dormir por estar pensando en ella ,tristeza,2
"Era una mujer herida por el pasado, desconfiada, fría, una de esas que difícilmente vuelven a querer.",tristeza,2
Camila se ve linda cuando se pone nerviosa,otra,6
Rabia Tv  #TRTyeİsimÖnerim,ira,0
Me da rabia que te hable y me contestes bien pinche cortante.,ira,0
Tic tac la aguja en las 4 por fortuna pasaron 20 minutos,otra,6
@vegetta777 Quiero verte triste ni enfadado. Te queremos muchísimo 💜💜💜,otra,6
"Vamos a hablar de algo que nos haga divertir, Que de tanta sonrisa la muerte se va inhibir",alegria,3
@GranaNacho @EscJmiranda @aznarez_toti @AnaKafci @noelmesa @Cybertario En vez de insultar a realizar mas comprension lectora,ira,0
¿Soy el único que abre los medicamentos SIEMPRE por el prospecto? #rabia,ira,0
