text,labels
"Ver a @petrogustavo dar más vueltas que acróbata del circo del sol por explicar sus propuestas populistas, es poético. Definitivamente este vendedor de humo va a terminar igual que @gabrielboric. #DebatePresidencial #DebateFinal #DebateDelViernes @NoticiasCaracol","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
"Fajardo atacando a Petro en todo momento, no falla! 4 años y no entendió nada, solo espero la quemada. #DebateFinal","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
Hoy pusieron el atril azul para que no se viera que Fico tiene el teléfono 😏 #DebateFinal,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
No Fajardo usted no controla su sueño ahora si va controlar a un paro nacional  #DebateFinal,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
@cetapiero @FicoGutierrez #DebateFinal Brindar alternativas para el trabajo de la tierra que los aleje del.cultivo de la hoja de coca Lastimosamente utilizada para la producción de cocaína #FicoElGanador,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
La prueba reina de que @FicoGutierrez es la continuación de @IvanDuque es que NUNCA HA CRITICADO UNA SOLA COSA DE DUQUE. Dice que hay que cambiar el país y propone lo mismo de hace 4 años. No nos engañan uribistas: Fico tiene el segundo acto del libreto de Duque. #DebateFinal,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
"#DebateFinal??? ES UN ASCO TOTAL @NoticiasCaracol es tan sucio, que se dedican solo atacar a @petrogustavo, los medios prepagos VERGÜENZA NACIONAL, NINGUNO LE DA EN LOS TALONES A Petro, @FicoGutierrez @sergio_fajardo cero ideas, Fajardo no produce ni lastima, SOLO ATAQUES!!","[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]"
#DebateFinal Federico Gutiérrez dice cumplirá los Acuerdos de Paz y que haría presencia en los territorios llegando con todos los programas sociales.,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"Se nota que a @petrogustavo solo le querían hacer la encerrona, pero ahí está Petrosky respondiendo y defendiendo sus propuestas.  #DebateFinal","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"Viendo el #debatefinal concluí de nuevo que quiero que Petro sea mi presidente, para que todos los colombianos podamos vivir sabroso. #yovotopetropresidente","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
#DebateFinal ¿sólo yo le veo la mirada de odio que pone @NestorMoralesC cuando Petro lo interpela por sus sesgadas opiniones y sus tergiversaciones?,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
"Jmmm @NestorMoralesC se enamoró de @petrogustavo, eso si es cierto. Ahora usa a @sergio_fajardo pa que no se note; lo bueno fue que respondió bien, de hecho fue brillante porque le dio a Petro donde era. #DebateFinal","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"María Alejandra, la única imparcial del debate!#debateFinal","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"Cuántos meses de campaña, cuántos debates y ese Fico Gutierrez no pudo entender la diferencia entre exploración y explotación petrolera.  #DebateFinal Caracol","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
"#DebateFinal Entonces Fico se enredo con la pregunta de Nestor no conoce ni a los Aguilar , Geneco  ni Char .","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
Fico no conoce a los Char ni a los Geneco. JAJAJAJAJAJAJAJAJAJAJAJAJAJAA  #DebateFinal,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
"Néstor Morales es un ignorante, mediocre  #DebateFinal","[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]"
"Me siento tan tranquila al saber que mi voto es por @petrogustavo, con este debate reafirma el porqué de mi voto para el cambio!   #DebateDefinitivo #DebatePresidencial #DebateFinal","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
En ese #DebateFinal no hablaron de apoyo al deporte que es por lo único que de vez en cuando se une un país. Chao.   Las alegrías llegan a Colombia gracias a nuestros deportistas…,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
"@sergio_fajardo en su afán de no parecerse a petro, terminó siendo una copia de FICO, desempleado, que se copia la ideas y todo su discurso lo basa en su ego, y sobretodo en un ataque hasta sin argumentos contra petro. #DebateFinal","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
#YoVotoPetroPresidente #DebateFinal  A votar temprano que el cambio es en primera Por el bien del Pais 🇨🇴🇨🇴🇨🇴,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Juan Roberto Vargas es una persona decente. Néstor Morales es una porquería de persona. #DebateFinal,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
"¿Cómo hpts @NestorMoralesC afirma que habrá segunda vuelta? Verle la jeta el domingo, aceptando el triunfo de Gustavo Petro en primera, no tendrá precio. #PetroEsElCambio #DebateFinal","[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]"
Saluda 👋🏻 al principió y da las gracias 🙏🏻 al final.  Dice que fue educado con valores y es coherente con ellos. Sus acciones acompañan su discurso y generan la confianza que necesitamos para unir a Colombia 🇨🇴 #FicoElGanador #FicoElPresidenteDeLaGente #DebateFinal,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"Petro: ""si queremos cambiar podemos ir hacia la paz, hacia el progreso productivo, hacia una democracia con transparencia"" 😎 #DebateFinal  #DebatePresidencial  #YoVotoPetroPresidente","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"#DebateFinal ese fajardo tiene su merecido, último en todas las encuestas.  Lo de hoy es de una bajeza terrible.","[0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]"
"Queda claro lo importante que es la preparación, que nuestro voto la rompa  #DebateFinal","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Hay que agradecer a Néstor Morales y compañía la oportunidad que involuntariamente dieron a Petro de lucirse en #DebateFinal @NoticiasCaracol,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"Uno ve estos debates que parecen más una jauría de perros y reafirmo mi voto por @petrogustavo. El centrismo y el uribismo convergen en sus odios viscerales, para atacar a un solo candidato. #DebateFinal   @sergio_fajardo le sigue apostando al suicidio político.","[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
"En el #DebateFinal quede convencido de por quien va ser mi voto, hay un hombre con propuestas y dos copiones, uno que piensa en el bien social y económico del país y dos en el continuismo de la corrupcion así que #YoVotoPetroPresidente","[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
Hace poco en el #denatefinal nos dimos cuenta que a problemas de corrupcion el habla bien del país pero si llegara le dará la espalda al pueblo como lo hace Duque. CIEGOS SORDOMUDOS.  Y a las preguntas siempre responde con EVASIVAS. #DebateFinal,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
"Petro presidente, los otras torpes sin argumentos.#DebateFinal","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
Después del #DebateFinal Mi voto es por @petrogustavo y punto!,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"Que cínico el hijueputa de Alias Fico, tiene fotos con todos los corruptos de todos los partidos más sucios y dice que el está super limpio, mentiroso #DebateFinal","[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]"
#DebateFinal Al debate final le hizo falta el alma y el espíritu que le ponen los candidatos del Centro Democrático y del Uribismo.,"[0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]"
"#DebateFinal Los Petristas son Petristas porque no entienden lo que propone, pero si usted si lo entiende y va a votar en blanco, prácticamente será cómplice de la pérdida de la democracia.","[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
"Quisiera tener la paciencia de Petro, pero lastimosamente me tocó la de Rodolfo.  #DebateFinal #YoVotoPetroPresidente","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"Ni las propuestas desfinanciadas de @petrogustavo  Ni el clientelismo e inexperiencia de @FicoGutierrez  Mucho menos la demagogia de @ingrodolfohdez  Sí la capacidad de gestión, transparencia y voluntad política de cambio real de @sergio_fajardo #DeFrenteConFajardo  #DebateFinal","[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
@jarizabaletaf #VoyConFederico a votar en masa señores para meterle sus 11 millones de votos por la democracia de nuestro país,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
#VoyConFederico vamos que la gente no quiere más polarización,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
#VoyConFederico por ser una propuesta seria para el futuro de Colombia,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Amo mi país tiene sus falencias sin duda pero tienemod libertad de expresión!#VoyConFederico,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"#VoyConFederico Por la democracia, las libertades y el futuro de mi querida Colombia. #VoyConFico Colombia Libre !!!","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"#VoyConFederico por que es el único capaz de unir al país, por que con él tendremos libertad, por que el estado será amigo y no verdugo del empresario, por que con sus propuestas se aumentará el empleo y nuestra nación crecerá.","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
@jarizabaletaf #VoyConFederico porque sus propuestas son las mejores para el progreso de nuestro país. Fico y Lara me representan.,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"#VoyConFederico Por que es el único que propone llegar con seguridad y inversión, controlada al Campo","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
@nicolaspetroB Este vio otro debate porque el que salió trasquilado y esquilado fue su papá! Le demostraron con pruebas que no es más que un vendedor de humo y un mentiroso compulsivo! #VoyConFederico y vamos a ganar 🇨🇴😃👍🏻,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
#VoyConFederico vamos Fico go go go,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
PORQUEVA CON MANO DURA ALOS CRIMINALES GUERRILLE ROS #VoyConFederico,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
Por la democracia y la libertad #VoyConFederico,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
#VoyConFederico por la defensa de la democracia,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
@Jaimar1421Mena @petrogustavo Se nota que usted tampoco entiende ni arepa de lo que dicen. Fico protege la propiedad de esos dineros para progresar. Petro quiere democratizarlos y joder al país entero #VoyConFederico,"[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
"@jarizabaletaf @Ospcol Yo,soy él soñador! Y prefiero a fico, por qué quiero que retome las riendas de 🇨🇴 que se perdieron desde 2010. #VoyConFederico","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
@Danielbricen ¿Recuerdan la reversa de Petro en campaña hace cuatro años con el cuento de la constituyente? #VoyConFederico,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
"@Enrique_GomezM @jorgellinasg Dr. Gómez, vamos en el 26 con usted.  por Colombia y nuestra democracia #VoyConFederico","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Si queremos votar en 4 años y los nuevos Kishneralcozerpetro no se queden  en el poder #VoyConFederico,"[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
"@sergio_fajardo Sergio te felicito ayer que bien debate...pero en todo el tiempo de campaña tuviste muchos errores y te fuiste contra Fico y el no era te enemigo, tu verdadero enemigo era el imnombrable.... Lo siento #VoyConFederico","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
#VoyConFederico...tiene un RUMBO seguro y unas PROPUESTAS realizables.,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
No lo he dudado ni lo dudare #VoyConFederico presidente!!,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
@jarizabaletaf Mi nombre es Claudia voto por Federico porque respeta la libertad religiosa #VoyConFederico,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
El único que puede salvar la patria  #VoyConFederico,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
#VoyConFederico listo  ya a votar mañana en miami fl,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"Por el empleo, por la libertad, por el desarrollo y por nuestro bienestar, yo también #VoyConFederico","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"#VoyConFederico porque necesitamos seguir en democracia, no en dictadura.","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
@FicoGutierrez @jarizabaletaf #FicoElGanador  . Nuestro presidente . Vamos bien claro y despacio llegaremos a la meta 🙏🙏🇨🇴🇨🇴🇨🇴,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Sopa y seco de FICO PRESIDENTE a Petro en el debate. #FicoElGanador,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Federico va a hacer lo que prometió Duque y que no hizo. #Fuedicho #FicoElGanador,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"Entre más es escucho a Petro, más me convenzo de que Fico es la mejor opción para salvar a Colombia.   Este domingo vamos a votar por #FicoElGanador","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"#FicoElGanador Me.hizo reir cuando dijeron narcotraFICO y el sale con ""puedo responder esa pregunta?? Jajajajaja. Que los hizo reir a ustedes??","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
Definitivamente mi voto es para ti!#FicoElGanador,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"Le. Pregunta es ¿ cual de todos los @petrogustavo (s) nos va a gobernar? Porque es cada debate es diferente un día habla de subcidios, otro día de trabajo, un día habla de no exploración de petroleo, otro día habla de si a la exploración, que personalidad gobernará #FicoElGanador","[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
"@EsConFajardo @sergio_fajardo Y la próxima semana lo serás aún más, cuando te unas a #FicoElGanador 😉🙌🏼","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"Usted quiere ver a Diosdado, Maduro o Daniel Ortega junro a Piedad Teodolar recibiendo honores en la casa de Nariño? #VoyConFederico #FicoElGanador","[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
"A todos los que les toca ser Jurado de votación, les deseo lo mejor y espero que hagan todo tal y como es por una buena democracia y por el buen futuro de nuestro país. #EleccionesColombia","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"Jurado as always, a cumplir y ser garante en este momento histórico y que el bien germine ya! #EleccionesColombia #Elecciones2022 #Cali","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Madrugando un domingo porque tengo mi cita más importante en 4 años #EleccionesColombia  #EleccionesPresidenciales,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Que hoy la historia para Colombia sea diferente 🤞🏻  #EleccionesColombia #ElCambioEnPrimera,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Los valores de una sociedad deben de tener como referente a sus dirigentes y creo firmemente que personas que le han hecho tanto daño a nuestro país no serán esos referentes. #EleccionesColombia,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Listo el voto ✨ si Dios quiere hoy ganamos #EleccionesColombia,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ES HOY ES HOY !!! #EleccionesColombia,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"Mi mamá, víctima del paramiliritarismo en el Urabá -en su adolescencia-, nunca había ejercido su derecho al voto. Hoy, a sus 44 años, lo ha hecho por @petrogustavo.  #PactoHistorico #elcambioesenprimera #MiVotoEsSecretosky #EleccionesColombia","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"Una mujer negra de vicepresidenta, dirán que eso ya pasó en Estados Unidos, tendré que decir que no es igual, hoy llega una mujer negra que conserva su cultura, sin mimetizaese en los ademanes blancos #EleccionesColombia","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"@Polombiacol @DCoronell #EleccionesColombia #Elecciones2022 #EleccionesPresidenciales  Desperté a las 6:00, leí #LosDanieles, vi por 3a vez #BohemianRhapsody, escuché ""We are the champions"" y ""Another one bites the dust"", voté y a las 9:30 a.m. compré un tamal para celebrarme hacer #ElCambioEnPrimera.","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"#EleccionesColombia Porque el país avance y no retroceda, unidos para apoyar la libertad democrática.","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"Voten hoy, es importante. Voten en nombre de quienes fueron asesinados durante el Paro Nacional. Insistan, insistamos, “Hasta que la dignidad se haga costumbre”.  #EleccionesColombia","[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
6 años aprendiendo y haciendo política con @sergio_fajardo para mí honor y un orgullo ser parte de ese equipo. Aquí vamos de nuevo #EleccionesColombia,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"Por única vez no me desespere en el tráfico pesado de Medellín, si es para ejercer nuestro derecho al voto salgan todos y que hagamos filas. #ColombiaDecide #EleccionesColombia","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Orando por la gran nación de Colombia 🇨🇴. Hoy celebran elecciones presidenciales. Un pais que lleva un lugar especial en mi corazón. Tengo amigos queridos allí y le pido al Señor que tome el control de este proceso. #EleccionesColombia,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"@MariaAlejaVM  inteligente, seria e imparcial.  Que bueno cuando hay alguien que le da equilibrio a la información.  #SinPingadas #EleccionesColombia","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"Que alegría ver a tanta gente salir a votar, esperemos que no haya fraude electoral. 🙏🏻 #EleccionesColombia","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"#EleccionesColombia #elcambioesenprimera voto por el cambio para acabar el capitalismo de finca, que lleva décadas en el poder y hace que tantas personas pasen hambre y tengan que dejar el país.","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Y qué dicen sobre las carpas con propaganda de Fico en el bodegón de West Palm Beach a menos de 20 metros de las mesas de votación? #EleccionesColombia @CancilleriaCol,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
Que se venga.. lo que tenga que venir. #EleccionesColombia,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
dicen que los acuerdos de paz no se estan cumpliendo desde que se firmo en 2016 veo a timochenko y a victoria sandino mas gordos y felices por vivir en cabrera y los rosales.  #EleccionesColombia,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]"
¡Con muchas ganas de vivir sabroso! 🔥 #EleccionesColombia,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"2000 votos de diferencia en estos momentos.  Boletín 3 y el país está Petrificado  Chan, Chan, chaaaaan! #EleccionesColombia","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"Qué ansiedad tan horrible, me duele la panza! #EleccionesColombia","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
@NoticiasRCN Esa Cecilia le falta llorar  por que Petro no gana en primera vuelta #EleccionesColombia,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
"@lacelestiana Más pendejo el que piensa que Petro va a cambiar el país, te recomiendo mirar la alcaldía de Bucaramanga vs la de Bogotá!!! #EleccionesColombia","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
Quien va a poner presidente es Fajardo. Petro debe unirse con Fajardo para unir a los mejores candidatos. #EleccionesColombia,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Entonces nos toca esperar el juicio por corrupción del candidato que dice que todos los demás son corruptos. Que caricatura es esto... #EleccionesColombia,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
"#EleccionesColombia #EleccionesColombia2022  Estos resultados dejan varias cosas:  1. Colombia está cansada de la política tradicional y pide a gritos un cambio.  2. Increíble que más de 5 Millones de colombianos voten por un candidato machista, retrógrado, mentiroso Rodolfo!","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
"A un machista y grosero, sin un plan de propuestas….a eso le apuestan los colombianos, sumando a los que se quejan y no salieron a votar o se fueron de puente.   Lo único grato es que FICO no paso a segunda vuelta y no alcanzo ni a prender el carro! #EleccionesColombia","[0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0]"
"No bebés, el uribismo no ha muerto, se está renovando. #EleccionesColombia","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"Que rodolfo de verdad haya sacado +5 millones de votos me decepciona tanto, no puedo creer que este país sea tan masoquista como para votar por un tipo que se jacta de deberle favores a uribe e idolatra a hitler.   #EleccionesColombia #Elecciones2022","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
"Pasa a segunda vuelta una candidata de ultra derecha... cuidado Colombia, acá en chile paso lo mismo, llenaron el país de miedo, terminó ganando la esperanza ✊🏽 #EleccionesColombia","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"Tengo severa tusa electoral, vamos a vivir la peor segunda vuelta en mucho años. Dos candidatos que no convencen. #EleccionesColombia","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
Apenas un 52 % de participación en las #EleccionesColombia,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
Colombia el 19 de Junio:  Entre un giro a la izquierda que parecería nefasto y un Pedro Castillo santandereano.  🤡🤡🤡🤡🤡🤡🤡🤡  #EleccionesColombia,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
"No se ganó en primera, pero se va a dar la lucha 💪🏻 ¡Porque sabemos de resistencia, porque queremos vivir sabroso! Hasta que la dignidad se haga costumbre. 💜 #EleccionesColombia #PetroPresidente2022 #PetroYFranciaSonElCambio","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Colombia desbloqueó otro nivel de decadencia política.  #EleccionesColombia,"[0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]"
"Terminen de pasar la tusa por Fico y comienzan a apoyar a Rodolfo, no les da pena? #EleccionesColombia","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
"Lo mismo de siempre, cómo cuándo quedó Duque con Petro y los de Fajardo se le unieron. ¿Esta gente que tiene en su cabeza? #EleccionesColombia","[0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]"
Que triste que construir país desde el diálogo y el consenso sea imposible en un país tan polarizado. Es triste ver comentarios con tanto odio después de las elecciones.  #EleccionesColombia,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
No soy mala perdedora pero de que hay votos perdidos (robados) hay votos perdidos.  #EleccionesColombia  #EscrutinioYa,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
Parce Colombia es un chiste a lo bien... O sea la ignorancia y la desinformación es una GONORREA!!! #EleccionesColombia,"[0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]"
No creo que este sea el sentir o la identidad de todo los santandereano. Pero ¿así miran a la costa en el interior del país. Cómo unos huevones?   ¿Es lo que identifica el candidato de esa región? #ColombiaDecide  #EleccionesColombia,"[0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]"
Estoy más triste que el 4% de los votos de Fajardo #EleccionesColombia #UribeParacoHpta,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
"Toda esa apretada de culo, me va a tocar reforzarla, pero pa irme de aquí. #EleccionesColombia #EleccionesColombia2022 Te fallamos @petrogustavo.","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
"🙋🏻‍♀️ Levanto la mano por los que ya conocimos muy bien las propuestas de un candidato, y ya decidimos JAMÁS votar por él por el PELIGRO INMINENTE que representa. #CualquieraMenosPetro  #EleccionesColombia","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Lo que a mí si me emociona es que cada vez salgamos más personas a votar. Eso de verdad si representa un cambio en la sociedad colombiana 💪🇨🇴 #EleccionesColombia,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"Bueno todo hay que decirlo, además del @ingrodolfohdez otro ganador es la @Registraduria información con celeridad y cero fraude!!! Ganó la democracia, bien por nuestro País. #EleccionesPresidenciales #EleccionesColombia #Elecciones2022","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Pana quiero decirle a todas las mujeres que apoyo su visión misoginia solo para ver si así no vota por ese guache #EleccionesColombia  pero vejj quien puede con la ignorancia de este país,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
América Latina no quiere más a la #DerechaMiserable... Petro va adelante...  #EleccionesColombia,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
#EleccionesColombia  Mi pais no aprende a lo bien 😔,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
"#EleccionesColombia hoy ganamos los que pusimos en manos de Dios la elección del presidente, sentíamos de corazón que Petro nunca será presidente de Colombia.","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"Por favor, den la oportunidad a quien sí sabrá potenciar nuestro país. No teman. No se queden con lo que le dicen las noticias o los egoístas y ambiciosos. No somos enemigos, todos queremos un futuro próspero; Un cambio histórico. #EleccionesColombia #PetroPresidente2022","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
#EleccionesColombia  Hasta Fico era mejor que Rodolfo.,"[0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]"
"@amparopelaez Es verdad, 🥲🥲🥲 definitivamente debemos seguir con #CualquieraMenosPetro no podemos dejar q las guerrillas y el chavismo se tome a colombia","[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
"@Fernando082074 @PaolaAndre86 No hay q hacer campaña, solo votar por el #viejo ya q lo importante es que gane #CualquieraMenosPetro","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
#CualquieraMenosPetro. En segunda me voy con toda con Rodolfo!,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"@YefriTorrado @ingrodolfohdez La derecha le llegará al señor Rodolfo, con tal de que el socialista no llegue al poder, se le irán añadiendo sin necesidad de que él los busque. #CualquieraMenosPetro 😉","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"Desde hoy todos somos Rodolfo, no vamos a permitir que la clase politiquera ladrona comunista del pacto histórico se tome este país con su dictadura criminal #CualquieraMenosPetro","[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
"#TodosConElViejo  Entre un asesino, secuestrador, corrupto, comunista y un viejo loco, me quedo con el loco.  Nunca #PetroPresidenteEnPrimera #CualquieraMenosPetro  ni por el berraco #PetroPresidente2022","[0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0]"
"Darle mi voto a alguien que no tiene una propuesta decente de gobierno, pero #CualquierCosaEsMejorQuePetro #CualquieraMenosPetro","[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
