sentimento	created_at	emocion	annotator	lead_time	relevancia	updated_at	annotation_id	text	tweet_id	ironia	id
{"choices": ["Ira", "Asco"]}	2023-04-03T22:46:40.712790Z	Si	1	13.499	Si	2023-04-03T22:46:40.712850Z	865	Es un activista de la bodega , más que periodista , da asco su sesgo político , le pagan una millonada por decir estupideces en su portal y pasquín , y bloquea a todo aquel que no esté de acuerdo con él y su secta. 🔥 #ArizabaletaSicarioMoral	1536432560036892679	No	4358
Asco	2023-04-03T22:46:49.602485Z	Si	1	8.507	Si	2023-04-03T22:46:49.602527Z	866	#ArizabaletaSicarioMoral un ser despreciable al servicio del uribismo	1536435705693478913	No	4359
{"choices": ["Desagrado", "Miedo"]}	2023-04-03T22:47:06.837723Z	Si	1	16.866	Si	2023-04-03T22:47:06.837764Z	867	La maquinaria de las Farc que apoya al pacto y a Bendetti vienen por los 7 billones del ICBF, los Colombianos podemos evitarlo votando contra Gustavo este domingo.  #PetroRespondaleALosNiños @RevistaSemana @VickyDavilaH @lafm	1536389456760020993	No	4360
{"choices": ["Ira", "Decepción", "Desagrado"]}	2023-04-03T22:48:57.502843Z	Si	1	110.303	Si	2023-04-03T22:48:57.502882Z	868	En qué cabeza cabe dejarle los recursos de nuestros infantes jóvenes a personas que están tan untadas de corrupción #PetroRespondaleALosNiños  #PetroRespondaleALosNiños Decir que quiere un mejor futuro para nuestros niños y darle el ICBF armando Benedetti es cinismo puro	1536391717473206274	No	4361
Confianza	2023-04-03T22:49:05.676885Z	Si	1	7.788	Si	2023-04-03T22:49:05.676921Z	869	#VanessaEnSegundaVotoPor Gustavo Petro y Francia, porque es la candidatura que tiene mejores propuestas para el país, que reponde a las necesidades de l@s colombiano@s, que es incluyente, que respeta la diferencia y propone el cambio real que Colombia merece	1536378693370748929	No	4362
Decepción	2023-04-03T22:49:17.910904Z	Si	1	11.857	Si	2023-04-03T22:49:17.911099Z	870	#UnGolpeBajoEs Lo que seguimos haciendo como sociedad con nuestros niños y jóvenes, mostrándoles que todo vale con tal de conseguir el poder! #UnGolpeBajoEs Esta campaña presidencial. @darcyquinnr @lcvelez	1536289770380349442	No	4363
	2023-04-03T22:49:27.928103Z		1	9.648	No	2023-04-03T22:49:27.928143Z	871	#UnGolpeBajoEs desear un amor que destruyera todos los miedos pero en vez de eso encontrar un amor que destruyo mi alma y me lleno de ellos #UnGolpeBajoEs una de las tantas pruebas que vendrán a lo largo de la vida #UnGolpeBajoEs cuando no valoran tus esfuerzos  @darcyquinnr	1536306148067917825		4364
Asco	2023-04-03T22:49:43.955911Z	Si	1	15.673	Si	2023-04-03T22:49:43.955950Z	872	#UnGolpeBajoEs que se atreva a salir a opinar en las redes y le recuerden que tiene diplomas falsos  que no es periodista y que se caso con un corrupto.	1536335500453224450	No	4365
Asco	2023-04-03T22:50:04.882806Z	Si	1	20.572	Si	2023-04-03T22:50:04.882840Z	873	Creer que "es una delicia de vivir hombrecitos por 15 años", vender lotes pequeños a 100 millones y burlarse de ese atracó. #EsUnaBajeza	1536311010688126977	No	4366
Decepción	2023-04-03T22:50:24.741994Z	Si	1	19.472	Si	2023-04-03T22:50:24.742060Z	874	#EsUnaBajeza @gusgomez1701 como se tiraron un candidato diciendo que era según todos muy mal candidato pero  seria un muy buen presidente, ahora escojen entre el malo y el más malo.	1536344453929086977	No	4367
Asco	2023-04-03T22:50:30.135665Z	Si	1	5.024	Si	2023-04-03T22:50:30.135703Z	875	El uribismo #EsUnaBajeza y la cultura narco paramilitar que representa.	1536357537175437312	No	4368
Desagrado	2023-04-03T22:50:43.853525Z	Si	1	13.347	Si	2023-04-03T22:50:43.853561Z	876	@patriciajaniot @RevistaSemana Es  #LaMaldadPetrista en su mayor expresión. Pensando que la gente es tonta 🤨🥴😡	1536150817434107904	No	4369
	2023-04-03T22:51:06.481282Z	No	1	22.279	Si	2023-04-03T22:51:06.481324Z	877	@jarizabaletaf Cuando el man sube eso redes todo, todito se acabó , se vuelve informacion del universo perdió .#LaMaldadPetrista la corte constituciónal ya lo resolvió en sede de tutela. Paila socito yohir @yohirakerman arizabaleta hagámos que sea Mas tendencia la información es importante	1536366099436126209		4370
{"choices": ["Decepción", "Desagrado"]}	2023-04-03T22:51:22.663028Z	Si	1	15.807	Si	2023-04-03T22:51:22.663091Z	878	Que doble moral cuándo dicen los de RH que petro es malo, y hacen exactamente lo mismo con estos trinos que tristeza #LaMaldadPetrista	1536426259118530567	No	4371
{"choices": ["Decepción", "Desagrado"]}	2023-04-03T22:52:18.221904Z	Si	1	55.199	Si	2023-04-03T22:52:18.221945Z	879	#LaMaldadPetrista es la que venden los medios de comunicación con falta de ética profesional, desprestigio a candidatos o personas que no piensan igual que el narco estado	1536428820152164354	No	4372
Desagrado	2023-04-03T22:52:39.197957Z	Si	1	20.595	Si	2023-04-03T22:52:39.197994Z	880	Entonces según @RevistaSemana, el equipo Petro empezó una guerra contra Rodolfo viralizando sus vídeos? Pues claro! Qué magnífica conclusión! Qué querían que pasara? Además, se estan viralizando videos y audios REALES de Rodolfo, nada de fake news. #LaMaldadPetrista ?	1536457923051900928	Si	4373
Desagrado	2023-04-03T22:52:59.841647Z	Si	1	20.293	Si	2023-04-03T22:52:59.841700Z	881	Dice la Biblia q hace 2000 años una Bondadosa Mujer, llamada Veronica,limpio el Rostro de Jesus cuando caminaba hacia el Calvario. Este Domingo 19 una Tenebrosa Mujer,llamada Veronica,limpiara el desagradable rostro d Satanas Petro cuando chille por su derrota! #LaMaldadPetrista	1536459628950835201	No	4374
Desagrado	2023-04-03T22:53:16.961659Z	Si	1	16.7	Si	2023-04-03T22:53:16.961698Z	882	#Nosfalta @WRadioColombia saber cuáles son las propuestas de Rodolfix aparte de quitarle las camionetas a los congresistas. Pd: No envíen el plan de gobierno.. lo importante es que él sepa cuál es @ingrodolfohdez	1536297980453584896	Si	4375
Asco	2023-04-03T22:53:33.709764Z	Si	1	16.374	Si	2023-04-03T22:53:33.709804Z	883	#NosFalta pelotas para que un programa de radio tenga un malparido que denigra de las mujeres, las maltrata, debe ser muy macho,  El reporte de un maricon.	1536319613721526273	No	4376
Desagrado	2023-04-03T22:53:50.262682Z	Si	1	16.14	Si	2023-04-03T22:53:50.262734Z	884	#NosFalta que @JuanPabloCalvas  diga  la verdad de lo que dijo ing. Rodolfo Hernández,  será que lo mando a comer mierd...? yo creo que sí lo hubiera tenido al frente le mete su cachetadon.	1536331805879681025	No	4377
{"choices": ["Desagrado", "Miedo"]}	2023-04-03T22:54:13.118350Z	Si	1	22.5	Si	2023-04-03T22:54:13.118392Z	885	@AngelGaleanoT @smilelalis @MafeCarrascal @heidy_up #NosFalta @ElQueLosDELATA @migueldelrioabg @AUGUSTOOCAMPO .Anuncían en la @WRadioColombia  una "serie" hecha por el Uribismo. La estrenan hoy en YouTube. Ojo con la cantidad de mentiras que seguramente van a salir . Nada raro que hayan usado partes editadas de la chuzada al PH.	1536337131039227907	No	4378
{"choices": ["Decepción", "Desagrado"]}	2023-04-03T22:54:37.210577Z	Si	1	23.717	Si	2023-04-03T22:54:37.210615Z	886	#NosFalta imparcialidad @WRadioColombia permite que el delegado de RH interumpa y silencie al delegado del @PactoHistorico y la emisora lo permite. Y el señor a los gritos. Tenaz	1536349284509048834	No	4379
Decepción	2023-04-03T22:54:46.860254Z	Si	1	9.3	Si	2023-04-03T22:54:46.860298Z	887	#NosFalta principios que triste que los políticos caigan tan bajo, y que haya gente que los defiende #PetrismoSucio #PetrismoAsqueante	1536466391645278210	No	4380
Desagrado	2023-04-03T22:54:54.423799Z	Si	1	7.203	Si	2023-04-03T22:54:54.423833Z	888	#PetrismoAcosaALaPrensa es claro que a estas personas no les gustan los valores democráticos.	1536815453653409794	No	4381
{"choices": ["Desagrado", "Miedo"]}	2023-04-03T22:55:14.871390Z	Si	1	20.094	Si	2023-04-03T22:55:14.871427Z	889	#PetrismoAcosaALaPrensa si hoy que aun no están en el poder, atacan y  censuran a la prensa que no se les arrodilla, que nos espera si  Petro y su grupo de bandidos llegan al pode? aun podemos salvar a Colombia de una dictadura #LaMaldadPetrista #PetrismoSucio	1536844946564689929	No	4382
Desagrado	2023-04-03T22:56:00.996323Z	Si	1	45.741	Si	2023-04-03T22:56:00.996441Z	890	@RevistaSemana No es veraz. La verdad no les importa, sus intereses son otros. Replantear nuestros sistemas de información, es un deber colectivo. La dignidad también se recupera dejando de consumir medios basura y periodistas obsoletos. #YoBloqueoASemana	1536691252279840768	No	4383
	2023-04-03T22:56:08.763635Z	No	1	7.28	Si	2023-04-03T22:56:08.763764Z	891	#YoBloqueoASemana es bloquear a semana no un solo hashtag	1536721917725507587		4384
Ira	2023-04-03T22:56:25.732126Z	Si	1	16.512	Si	2023-04-03T22:56:25.732296Z	892	#YoBloqueoASemana Porque Vicky Dávila NO NOS VA A COLOCAR PRESIDENTE, para darle más poder a los GNECCO. No somos marionetas que nos acomodan a su antojo.	1536726625148182528	No	4385
Desagrado	2023-04-03T22:56:48.736759Z	Si	1	22.536	Si	2023-04-03T22:56:48.736802Z	893	Por mi salud mental y por el derecho a la verdad #YoBloqueoASemana	1536747579819663361	No	4386
Desagrado	2023-04-03T22:56:58.685111Z	Si	1	9.613	Si	2023-04-03T22:56:58.685151Z	894	No es de extrañarse si los seguidores del Mesías de las bolsas bloquean todo, hasta ciudades  #YoBloqueoASemana	1536751916222390272	No	4387
Desagrado	2023-04-03T22:59:22.724954Z	Si	1	143.695	Si	2023-04-03T22:59:22.725004Z	895	##YoBloqueoASemana Hace rato lo había hecho, no hay que darles más protagonismo a Vicky ni Andrea Nieto, que solo saben destilar veneno	1536765326506999810	No	4388
Asco	2023-04-03T22:59:33.028170Z	Si	1	9.961	Si	2023-04-03T22:59:33.028206Z	896	#YoBloqueoASemana  Es lo más RUIN Y DEL BAJO MUNDO QUE Hay  DEL PERIODISMO EN COLOMBIA.  @VickyDavilaH  EL MICROFONO DEL ESTABLECIMIENTO.	1536763098132107267	No	4389
Desagrado	2023-04-03T23:14:32.701877Z	Si	1	899.244	Si	2023-04-03T23:14:32.701913Z	897	#YoBloqueoASemana me uno, es una hp bodega, Al igual que los otros medios nacionales. Son bodegas pagadas por el estado y partidos clientelistas.	1536776288333090818	No	4390
Asco	2023-04-03T23:14:50.923999Z	Si	1	17.862	Si	2023-04-03T23:14:50.924037Z	898	#YoBloqueoASemana lean este artículo, allí le explican con plastilina el interés porque alguien diferete a Petro llegué al Poder, por eso el Pasquín lo puso como candidato a Fico y como no les resultó se fueron con Rodolfo.hipocritas en primera vuelta rogaban a Petro para entrevi	1536818926335713282	No	4391
Desagrado	2023-04-03T23:15:00.968662Z	Si	1	9.66	Si	2023-04-03T23:15:00.968698Z	899	Desde que salió Daniel Coronell de ese pasquín, lo bloqueamos.. hace rato ya. Pero me gusta el hashtag..   #YoBloqueoASemana	1536831225872121857	No	4392
Desagrado	2023-04-03T23:15:15.336108Z	Si	1	14.004	Si	2023-04-03T23:15:15.336145Z	900	#YoBloqueoASemana falta de respeto es que crean que somos ciegos y adeptos a Petro, estamos con el porque en este momento creemos es lo que necesita Colombia, pero tenemos la seguridad que cómo lo subimos lo bajamos, entonces pues dejen la pendejada de culpar de todo a Petro	1536836401446195200	No	4393
{"choices": ["Decepción", "Desagrado", "Miedo"]}	2023-04-03T23:15:33.846422Z	Si	1	18.161	Si	2023-04-03T23:15:33.846456Z	901	Pobres de nuestros niños y quedan en manos de los hermanos Benedetti el plan de Gustavo Petro es darle a la hermana de Armando @AngelaBenedet el control del ICBF #LaCuotaDeBenedetti @ultimahorapp @PublimetroCol @pulzo @Las2Orillas @zonacero	1536785122938298370	No	4394
Miedo	2023-04-03T23:15:49.327922Z	Si	1	15.125	Si	2023-04-03T23:15:49.327957Z	902	Una persona como Benedetti no puede estar a cargo del ICBF preocupa el futuro de muchos niños del país. #LaCuotaDeBenedetti	1536810568992030720	No	4395
Desagrado	2023-04-03T23:16:12.520957Z	Si	1	22.829	Si	2023-04-03T23:16:12.521002Z	903	#EstallidoSocialEs q dicen, la bastardita sale con q la amenazaron las águilas negras o q la sacaron de contexto?	1536666388554727426	Si	4396
Desagrado	2023-04-03T23:28:20.414736Z	Si	1	727.528	Si	2023-04-03T23:28:20.414776Z	904	@petrogustavo Nos amenaza su hija de un #EstallidoSocialEs ¿y ahora es la víctima? No jodas Petrochenko.	1536668344035704834	Si	4397
Desagrado	2023-04-03T23:28:39.120089Z	Si	1	18.338	Si	2023-04-03T23:28:39.120124Z	905	#EstallidoSocialEs el arma de petro, para infundir miedo y no salgamos a votar...jamás petro será presidente si hace estos mecanismos	1536672756409966592	No	4398
Desagrado	2023-04-03T23:28:46.692742Z	Si	1	7.224	Si	2023-04-03T23:28:46.692853Z	906	#EstallidoSocialEs Una amenaza para todos, así NO se gobierna y NO se gana.	1536684185687056384	No	4399
Desagrado	2023-04-03T23:29:05.613708Z	Si	1	18.567	Si	2023-04-03T23:29:05.613747Z	907	#EstallidoSocialEs  ver a un candidato haciendo campaña en medios de comunicación, pueblos empresas quitándoles el miedo.y otro cagado en Miami disque por qué lo van a cuchillar	1536734614592573440	No	4400
Desagrado	2023-04-03T23:29:12.702317Z	Si	1	6.738	Si	2023-04-03T23:29:12.702356Z	908	#EstallidoSocialEs influenciar a la violencia,contra personas q piensan diferente.	1536756441205415938	No	4401
Confianza	2023-04-03T23:29:27.194096Z	Si	1	14.153	Si	2023-04-03T23:29:27.194146Z	909	#EstallidoSocialEs el que vamos a desencadenar este domingo en las urnas. Vamos a romper el régimen de corrupción en Colombia; el futuro de este país, es más grande que su historia. Vamos a recuperar este país para la gente @petrogustavo ¡Nos vemos en las urnas! #PactoHistorico	1536764828865515520	No	4402
Decepción	2023-04-03T23:30:09.897891Z	Si	1	42.342	Si	2023-04-03T23:30:09.897942Z	910	#EstallidoSocialEs Cuando millones de colombianos quieren un cambio y sabiendo que queriendo ese cambio. Diciendo estallido, no por violencia, sino por indignación, creen que es quemar el país, sin embargo, lo que pasaría es una tristeza enorme por ser gobernado por un patán.	1536853831904116736	No	4403
Decepción	2023-04-03T23:30:18.189525Z	Si	1	7.947	Si	2023-04-03T23:30:18.189565Z	911	#EstallidoSocialEs lo que esta pasando actualmente con tanta polarización que no permite tener una democracia en paz.	1536857460568383489	No	4404
Desagrado	2023-04-03T23:30:27.074427Z	Si	1	8.538	Si	2023-04-03T23:30:27.074467Z	912	#nomedejadormir el periodismo de opinion de la W pero los sigo escuchando.	1536653298488557568	No	4405
{"choices": ["Decepción", "Desagrado"]}	2023-04-03T23:30:35.989346Z	Si	1	8.565	Si	2023-04-03T23:30:35.989386Z	913	#NoMeDejaDormir nuestro perverso sistema de salud, ni la tutela es garantía para los usuarios. Seguimos mendigando salud. #FelizMartesATodos	1536679118116470784	No	4406
{"choices": ["Desagrado", "Miedo"]}	2023-04-03T23:32:13.923327Z	Si	1	16.263	Si	2023-04-03T23:32:13.923366Z	914	#NoMeDejaDormir la probabilidad, que Colombia llegue a caer en manos de la izquierda radical y servil a las pretensiones del Foro de Sao Pablo, con el pretexto de que "el candidato de las bolsas" es un LIBERAL PROGRESISTA y no un izquierdista y una mala copia mejorada de Chávez	1536683461515350019	No	4407
Miedo	2023-04-03T23:32:28.188265Z	Si	1	13.878	Si	2023-04-03T23:32:28.188310Z	915	#NoMeDejaDormir Lo que puede pasar el próximo domingo electoral y que pasara con nuestra empresa Colombia a partir del 7 de agosto de 2.022, sólo un gerente veo bien calificado.	1536698927906533376	No	4408
Decepción	2023-04-03T23:32:41.214595Z	Si	1	12.62	Si	2023-04-03T23:32:41.214636Z	916	#NoMeDejaDormir el invierno en el sur del tolima que ya causado estragos y las entidades de gobierno nada.ha pero para hacer política si. En fin, la hipocresía	1536716655824347137	No	4409
Decepción	2023-04-03T23:32:56.054380Z	Si	1	14.418	Si	2023-04-03T23:32:56.054416Z	917	Yo a ud @Matador000 lo he defendido por la eutanasia de su padre. Como hijo y lo que se hace por amor.   Por qué ahora su corazón lleno de odio y de mentiras? Así no!  #NoMeDejaDormir	1536716902596333569	No	4410
Asco	2023-04-03T23:33:08.039233Z	Si	1	11.631	Si	2023-04-03T23:33:08.039285Z	918	@waldoalarconho1 @martik1214 #DebateObligadoEs  Otra de las materializaciones del abuso de #ElRaptoHisputrido orquestada por los “jueces” de la República, para usurpar descarada y abusivamente la democracia en Colombia.	1537021932880773123	No	4411
Confianza	2023-04-03T23:33:17.310878Z	Si	1	8.918	Si	2023-04-03T23:33:17.310924Z	919	#DebateObligadoEs necesario. Es una forma para que las elecciones retomen su cauce hacia las propuestas y dejen de ser ataques personales que sólo contribuyen a hacer crecer la polarización. Es la forma de acabar con las fake news alrededor de los candidatos.	1537020676682432512	No	4412
Desagrado	2023-04-03T23:33:28.798270Z	Si	1	11.099	Si	2023-04-03T23:33:28.798312Z	920	@lafm #DebateObligadoEs hacer que RH se preste a enfrentarse a las falacias del otro candidato con sólo un par de minutos para responder cada tema… mejor una entrevista en TV &amp; Radio donde pueda expresarse sin que lo saquen de contexto… #NoAlVotoEnBlanco #SalvemosAColombia	1537024573257949184	No	4413
Desagrado	2023-04-03T23:33:45.753018Z	Si	1	16.596	Si	2023-04-03T23:33:45.753054Z	921	#DebateObligadoEs una trampa y RH no debe caer en ella. Ahora si Petro quiere debatir cuando hace unas semanas defendía su derecho a no hacerlos! Pataletas de ahogado! @darcyquinnr	1537039629991432203	No	4414
Desagrado	2023-04-03T23:33:54.702037Z	Si	1	8.577	Si	2023-04-03T23:33:54.702079Z	922	#DebateObligadoEs puede ser un tiro en el pie para @petrogustavo    ... a Rodolfo le pasan  las preguntas antes para que las estudie....	1537038727628967938	Si	4415
Desagrado	2023-04-03T23:34:08.539947Z	Si	1	13.467	Si	2023-04-03T23:34:08.539985Z	923	#DebateObligadoEs que Rodolfo no asiste.. Por qué sabe que petro lo peina y de paso le quita el tratamiento capilar.	1537044274100985857	Si	4416
{"choices": ["Decepción", "Desagrado"]}	2023-04-03T23:34:32.191648Z	Si	1	23.305	Si	2023-04-03T23:34:32.191683Z	924	Todos los periodistas diciendo que esta bien que un candidato se esconda y no vaya a debates y que está bien que no de entrevistas... #DebateObligadoEs #LoCorrectoEs	1537050712802304000	No	4417
Desagrado	2023-04-03T23:34:37.415581Z	Si	1	4.863	Si	2023-04-03T23:34:37.415623Z	925	#DebateObligadoEs una triquiñuela de la justicia para acceder a la petición caprichosa de Petro	1537056582906814465	No	4418
Miedo	2023-04-03T23:34:42.014245Z	Si	1	4.248	Si	2023-04-03T23:34:42.014283Z	926	#DebateObligadoEs solo el principio, las dictaduras obligan a muchas otras cosas.	1537058764003622917	No	4419
Desagrado	2023-04-03T23:35:00.562191Z	Si	1	18.181	Si	2023-04-03T23:35:00.562238Z	927	@alejo5796 @juanitacatano G=La campaña electoral ya está cerrada. El proceso de votación ya está en marcha desde hace días en el exterior. Ninguna ley obliga a hacer debates, pero un tribunal corrupto de Bogotá reinterpreta un derecho como si fuera un deber. El #DebateObligadoEs un Prevaricato evidente.	1537066549348999168	No	4420
Desagrado	2023-04-03T23:35:09.451311Z	Si	1	8.531	Si	2023-04-03T23:35:09.451403Z	928	#DebateObligadoEs la manera que tocó para que un candidato explique propuestas y le cuente al país porque quiere ser presidente.  Si es que las tiene y conoce algo del país que quiere gobernar	1537067243653169152	Si	4421
Desagrado	2023-04-03T23:35:22.119758Z	Si	1	12.297	Si	2023-04-03T23:35:22.119801Z	929	Un #DebateObligadoEs la única forma que existe para que el candidato imputado por corrupción muestre  verdaderas propuestas de país. ¡No huya más RH! Tribunal de Bogotá ordena asistir a debate público y los Colombianos merecen escucharlo. ¿Cuál es el miedo? #PetroPresidente2022	1537074336850399233	No	4422
Desagrado	2023-04-03T23:35:29.884343Z	Si	1	7.386	Si	2023-04-03T23:35:29.884383Z	930	Si su mercé no tiene la suficiente valentía para exponer sus propias propuestas, usted no tiene que estar aspirando a nada. #DebateObligadoEs  #puroamorpormedellin  @independienteco	1537076180716748803	No	4423
{"choices": ["Ira", "Desagrado"]}	2023-04-03T23:35:48.736718Z	Si	1	18.511	Si	2023-04-03T23:35:48.736760Z	931	@darcyquinnr @darcyquinnr  Que estupida tan vendida, el debate es la base de una democracia sana, a que le temen? #DebateObligadoEs sano y necesario, la gente después tomará de sus decisiones	1537090789964144643	No	4424
Desagrado	2023-04-03T23:36:00.281529Z	Si	1	11.197	Si	2023-04-03T23:36:00.281572Z	932	#DebateObligadoEs muy cómico al ver cómo los que exigían debate antes ahora le tienen pánico y prefieren que pase de agache.	1537095238401015811	No	4425
Confianza	2023-04-03T23:36:20.403722Z	Si	1	19.767	Si	2023-04-03T23:36:20.403761Z	933	#DebateObligadoEs justo y necesario para todos los Colombianos que vamos  votar el próximo 19 junio de 2022. Es menester conocer las ideas de los candidatos para saber cuál le conviene más a Colombia.	1537095215076544516	No	4426
Desagrado	2023-04-03T23:36:30.326673Z	Si	1	9.57	Si	2023-04-03T23:36:30.326711Z	934	#DebateObligadoEs un intento de los jueces militantes, de ayudar a su candidato Petro. Lo ven como un a un boxeador que va perdiendo la pelea por puntos y necesita deseperadamente de un Knock-Out para salvar la pelea.	1537100877923860482	Si	4427
{"choices": ["Ira", "Desagrado"]}	2023-04-03T23:36:44.368215Z	Si	1	13.71	Si	2023-04-03T23:36:44.368252Z	935	#DebateObligadoEs un derecho de los gobernados. No votamos por simpatías, votamos por propuestas coherentes y personas capaces.	1537170498173403139	No	4428
Desagrado	2023-04-03T23:36:55.608900Z	Si	1	10.875	Si	2023-04-03T23:36:55.608937Z	936	#YoBloqueoASemana porque tengo derecho a elegir que leo, y no pienso discutirlo con nadie.	1536885412408573954	No	4429
Desagrado	2023-04-03T23:37:03.345357Z	Si	1	7.391	Si	2023-04-03T23:37:03.345409Z	937	#YoBloqueoASemana porque es un medio de propaganda política y no uno informativo.	1536898420002238464	No	4430
Desagrado	2023-04-03T23:37:08.471569Z	Si	1	4.778	Si	2023-04-03T23:37:08.471605Z	938	Porque precisamente NO es periodismo sino sensacionalismo #YoBloqueoASemana	1536906157809451009	No	4431
{"choices": ["Ira", "Decepción", "Desagrado"]}	2023-04-03T23:37:27.655142Z	Si	1	18.842	Si	2023-04-03T23:37:27.655183Z	939	Por que la profesión se respete, porque la academia se respete, porque la objetividad se respete.   Es miserable lo que esa señora hace con el periodismo. #YoBloqueoASemana	1536935694685323264	No	4432
Otra	2023-04-03T23:37:51.944532Z	Si	1	23.928	Si	2023-04-03T23:37:51.944583Z	940	@AndresPimant @Jokeraton @Antony_Munoz Estoy de acuerdo, así como, se mira noticias del candidato de afectos, se debe conocer el otro lado, es una realidad el sesgo político, de esa revista, pero es bueno saber, en que nube están viviendo. #YoBloqueoASemana	1536952339373989890	No	4433
	2023-04-03T23:37:59.394481Z	No	1	7.089	Si	2023-04-03T23:37:59.394531Z	941	#YoBloqueoASemana para recuperar la dignidad del periodismo en Colombia.	1537140661459243009		4434
Desagrado	2023-04-03T23:38:09.998468Z	Si	1	10.193	Si	2023-04-03T23:38:09.998502Z	942	#YoBloqueoASemana es  una iniciativa ciudadana en la era digital, para exigir un periodismo objetivo e investigativo. No podemos  caer en las noticias instantáneas con titulares que se quedan en likes. 🤔🗳🇨🇴	1537185524183859200	No	4435
Confianza	2023-04-03T23:39:09.824993Z	Si	1	59.487	Si	2023-04-03T23:39:09.825027Z	943	#Locorrectoes Salir a votar consientes de la necesidad de conocer a profundidad a los candidatos @ingrodolfohdez y @petrogustavo, conociendo sus propuestas, lo correcto es tener derecho a escucharlos en un debate público. @WRadioColombia	1537013453914873856	No	4436
{"choices": ["Desagrado", "Confianza"]}	2023-04-03T23:39:24.611857Z	Si	1	14.404	Si	2023-04-03T23:39:24.611914Z	944	#LoCorrectoEs entender dos conceptos: Aporofobia: miedo al pobre Petrofobia: miedo a la justicia social porque busca mejorar las condiciones de la población pobre.	1537053867518709761	Si	4437
{"choices": ["Ira", "Desagrado"]}	2023-04-03T23:39:38.639626Z	Si	1	13.667	Si	2023-04-03T23:39:38.639676Z	945	@lcvelez @lafm #DebateObligadoEs una alternativa para ejercer el derecho a estar informados como electores, #LoCorrectoEs que no escondan al viejito, no les de pena. @petrogustavo ya esta listo.	1537054348210995202	Si	4438
	2023-04-03T23:39:48.186462Z		1	9.191	No	2023-04-03T23:39:48.186500Z	946	#LoCorrectoEs estoy con @VargasAnaC hice lo mismo, no hay q justificarse por algo lógico! primero mi hijo después la mascota,  #PrayforAna No me la Alteren mas!!!! 😂	1537079015239991297		4439
	2023-04-03T23:39:53.493401Z		1	4.962	No	2023-04-03T23:39:53.493442Z	947	@WRadioColombia #LoCorrectoEs que Ana entienda el estilo del humor colombiano	1537081705097469956		4440
	2023-04-03T23:40:04.260796Z		1	10.415	No	2023-04-03T23:40:04.260836Z	948	#LoCorrectoEs según los "amantes de los animales" de @WRadioColombia, es que @VargasAnaC deba amarrar a la niña que quiere gatear por su casa para que el perro no se incomode, el ojo de la bebé va y viene, lo que importa es que Cuquito esté feliz. #SOSCuquito	1537081072349024257		4441
Desagrado	2023-04-03T23:40:12.836711Z	Si	1	8.229	Si	2023-04-03T23:40:12.836750Z	949	#LoCorrectoEs que Alexander Vega no 👎 haga fraude; porque el ya sabe lo que le corre pierna arriba 🙌 🦵	1537082655237357568	No	4442
{"choices": ["Ira", "Asco"]}	2023-04-03T23:40:21.153269Z	Si	1	7.972	Si	2023-04-03T23:40:21.153309Z	950	#LoCorrectoEs no negar lo que dices en los medios de comunicación, sabiendo que hay pruebas.	1537173246533156865	No	4443
{"choices": ["Ira", "Asco"]}	2023-04-03T23:40:36.345765Z	Si	1	14.841	Si	2023-04-03T23:40:36.345800Z	951	Que les pasa a estos idiotas diciendo que #CaracolPetrista porque chillan si siempre fue un noticiero vendido, sesgado, amarillista, entonces cual es su escándalo no nos crean estupidos.	1537164221712154624	No	4444
Asco	2023-04-03T23:40:59.743313Z	Si	1	23.026	Si	2023-04-03T23:40:59.743353Z	952	Les apuesto 10 a 1 que Mabel Lara va a salir a decir que las palabras de Verónica Alcocer fueron sacadas de contexto, que el #PetrismoSucio es puro amor y que #LoCorrectoEs que va a poner el otro cachete para que le den. #CaracolPetrista	1537210847520604163	Si	4445
Confianza	2023-04-03T23:41:30.873153Z	Si	1	30.696	Si	2023-04-03T23:41:30.873192Z	953	Porque queremos el verdadero cambio en Colombia, mi voto y el de mi familia  #PresidentePetro	1536873701819416576	No	4446
{"choices": ["Desagrado", "Confianza"]}	2023-04-03T23:41:42.592629Z	Si	1	11.375	Si	2023-04-03T23:41:42.592669Z	954	#PresidentePetro  El gobierno de Petro será de cuatro años pero, no les preocupo que Uribe se quedara todos estos años en el poder. Petro es respetuoso de la Constitución y la democracia en la alternancia en el mandato.	1536886314808795140	No	4447
Confianza	2023-04-03T23:41:51.337454Z	Si	1	8.395	Si	2023-04-03T23:41:51.337503Z	955	El cambio es hoy es ahora! Y no podemos desfallecer un voto cuenta los indecisos las mujeres los ancianos mi comunidad #LGTBQ todos contamos en este momento yo crucial #PresidentePetro	1536887731539812352	No	4448
Confianza	2023-04-03T23:41:59.384571Z	Si	1	7.675	Si	2023-04-03T23:41:59.384628Z	956	#PresidentePetro NO HAY DUDA alguna, la comparación conel otro candidato es absurda, @petrogustavo  junto a @FranciaMarquezM de lejos es la MEJOR y JUSTA opción para el presente de esta nación, no podemos ni debemos tirar está oportunidad de cambio para mejorar a Colombia💛💛💙❤️	1536940898537328641	No	4449
{"choices": ["Asco", "Incertidumbre"]}	2023-04-03T23:42:21.593153Z	Si	1	21.831	Si	2023-04-03T23:42:21.593187Z	957	#EstallidoSocialEs la muestra que el pueblo está cansado de los mismos Corruptos y sus políticas dañinas a todos , se va a formar un mierdero	1537139730625830913	No	4450
